,Unnamed: 0,title,time,label,ChangeK
0,4,"종목명 to benefit from strong yen, pay high dividends",2016-06-29 15:26:05,0.0,0.0104017179357975
1,5,"[Hot-Line] “종목명, 외국인 VIP 증가에 실적 양호”",2016-07-19 08:12:04,0.0161943319838056,-0.0020879467378417
2,6,"종목명, 2분기 영업이익 314억원…전년 동기比 44.8%↑",2016-08-05 17:29:04,0.0313725490196079,0.0065314401743139
3,7,마카오 카지노경기 26개월만에 회복…파라다이스·종목명 `들썩`,2016-09-02 16:04:04,-0.026070763500931,0.0106804256319474
4,8,"[Hot-Line] “종목명, 중국인 VIP 정체…내년 성장 동력 부재”",2016-11-07 08:45:07,-0.0466666666666666,0.0078505443148855
5,9,"검찰, ‘최순실·안종범 장애인 펜싱팀 개입 의혹’ 종목명 압수수색",2016-11-09 10:37:04,0.0,-0.0224620390977696
6,10,"""박 대통령, 장애인 펜싱팀 창단에 관여…종목명에 사실상 압력 행사""",2016-11-20 18:40:06,-0.0184757505773671,-0.0043198590029646
7,11,"김종 측 ""종목명 펜싱팀 창단, 대통령 지시…거부할 수 없었다""",2016-12-29 10:40:06,-0.0120772946859903,0.0009730702595374
8,12,"[Hot-Line] 종목명, 경쟁 심화 우려에 신저가",2017-01-11 09:31:04,0.0,0.0146934786582046
9,13,"[Hot-Line] ""종목명, 4분기 영업익 기대치 웃돌듯""",2017-01-12 08:36:04,0.0077519379844961,0.0057681883652513
10,14,카지노 볕드는데 종목명 나홀로 찬바람,2017-02-07 17:37:03,0.0050890585241729,-0.0048813773981302
11,15,"[Hot-Line] ""종목명, 올해 영업이익 22% 감소 전망""…목표가↓",2017-02-23 08:52:02,0.0385542168674699,0.0004840838827324
12,16,[동정] 이기우 그랜드코리아레저(종목명) 사장,2017-02-28 18:03:03,-0.0023419203747072,0.0052638167004017
13,17,[포토] 종목명 장학금 전달식,2017-03-05 18:49:02,-0.0229591836734693,0.0012556137101622
14,18,"[Hot-Line] ""종목명, 올해 하반기부터 실적 개선 가능할 듯""",2017-05-26 08:49:03,-0.0021881838074397,0.0052797639532653
15,19,외국인·기관 카지노 업종 중 종목명만 사들이는 이유는?,2017-07-26 15:54:55,0.0193548387096773,0.0035859289812492
16,20,"종목명, 우수 대학생에 장학금",2017-08-22 17:31:39,-0.0108225108225108,0.0004522937453637
17,21,[유가증권시장 공시] SK케미칼 / 종목명 / 롯데칠성음료,2017-10-12 17:44:05,0.0149572649572649,-0.0004606074913906
18,22,"[Hot-Line] 종목명, 3분기 실적 기대감에 신고가 경신",2017-10-17 09:34:45,-0.01,0.0017419277492976
