,title,time,label,ChangeK
38,"도시와 농촌 화합에 직접 나선 효성, 신한금융, 종목명",2016-06-07 14:43:51,0.010625737898465104,0.01298696745032668
39,"종목명, 조만간 애플에 듀얼 카메라모듈 독점 공급",2016-06-08 15:19:52,-0.003504672897196248,0.0076803144522592515
40,"종목명, 듀엘카메라로 하반기 흑자전환 기대",2016-06-13 09:09:41,-0.009411764705882342,-0.019116461345448754
41,"종목명, 2분기 부진…하반기 실적 기대 -하나",2016-06-15 07:47:25,0.028048780487804903,-0.0016227303605628185
42,"[재계, 호봉제 폐지②]종목명 호봉제 폐지…10대그룹 중 처음 (종합)",2016-06-16 11:00:00,-0.016607354685646447,-0.008553286152864659
43,"[@기업분석리포트]종목명, ""단기 실적보다는 향…"" 매수(유지)-SK증권",2016-06-20 09:39:10,0.02083333333333326,0.014190626937352846
44,"종목명, 지속가능경영 보고서 발간",2016-06-21 11:22:06,-0.027611044417767072,0.0007975064630045825
45,"종목명 노동조합, 국가유공자 위문품 전달",2016-06-28 08:47:04,-0.015189873417721489,0.004862856536164584
46,"종목명, 옷감처럼 넓고 유연한 압력센서 개발",2016-06-29 11:00:00,0.003856041131105492,0.010401717935797583
47,"[@테마]종목명_주가와 투자심리는 보통, 거래량은 약세",2016-07-05 11:06:09,-0.01851851851851849,-0.002731455353159218
48,"[Hot-Line] ""종목명, 2분기 적자전환하지만 곧 반등""",2016-07-06 08:34:04,-0.021383647798742134,-0.018458668463958605
49,"[특징주]종목명, 외국계 매수에 급등",2016-07-14 14:33:05,0.08780487804878057,0.0016055301145965206
50,GM도 감탄한 종목명 車부품,2016-07-18 17:45:07,-0.016447368421052655,-0.0020879467378417393
51,[핫이슈] 종목명 이어 SK하이닉스도 생산직 호봉제 완화 동참,2016-07-19 18:34:03,0.0033444816053511683,-0.0007090391589845702
52,"하이비젼 시스템, 종목명과 카메라모듈용 검사기 공급 계약",2016-07-25 14:51:03,-0.01206140350877194,0.0009848980935993623
53,"종목명, 2분기에도 실적 부진 전망에 '울상'",2016-07-26 06:32:21,0.02441731409544956,0.007464031765851198
54,"[종합]종목명, 2분기 적자전환…스마트폰 부품 수요 감소 탓",2016-07-27 15:51:52,-0.0290635091496233,-0.0019506051230440136
55,종목명 파주공장 등 6곳 근로자 건강증진 '우수',2016-08-01 13:01:05,0.044742729306487705,0.006656140737089311
56,"HMC증권 ""종목명 듀얼 카메라 실적 기대…목표가↑""",2016-08-04 08:12:14,0.012154696132596676,0.0026268378614056065
57,주력 스마트폰부품 실적 부진 삼성전기·종목명,2016-08-08 17:06:09,-0.009646302250803873,0.006233031052407023
58,"종이 대신 '전자가격표'…종목명, 전국 GS수퍼에 설치",2016-08-18 11:00:18,-0.033295063145809434,0.0057345423853210065
59,"종목명, 아이폰7플러스용 듀얼카메라 모듈 단독 납품 힘들 듯",2016-08-24 14:22:03,-0.011655011655011704,-0.003009820922991402
60,"종목명, 롯데정보통신 ESL 우선협상대상자로 선정",2016-08-29 15:27:09,-0.024705882352941133,-0.0025276191411043314
