,title,time,label,ChangeK
2,"종목명, 창립 54주년 맞아 혁신 신약 개발 매진 소식에 상승세",2016-06-08 11:29:04,0.1092896174863387,0.0076803144522592515
3,'장기부진' 종목명 세무조사까지…올해도 답 없나?,2016-06-22 06:54:18,-0.05100830367734277,0.004983106493252842
4,"종목명, '한 알에 두 가지 성분' 항고혈압 복합제 출시",2016-08-25 11:52:13,-0.030423280423280463,-0.0004109905252525081
5,[fnRASSI]종목명(019170) 현재 6.16% ↑,2016-09-28 10:19:05,0.07470511140235914,-0.0047313913372303285
6,[@테마]종목명_기관의 매수세가 외국인의 매도세에 밀리네 현재 -3.39%,2016-10-04 09:12:04,-0.016260162601625994,0.005495173770459383
7,"종목명, '2016 종목명 임직원 워크샵' 실시",2016-11-02 16:15:03,0.007181328545780907,0.0024559148558818134
8,"종목명, 200억대 세금 추징…'탈세' 등 사유 분분",2016-11-18 15:17:02,-0.005008347245408995,-0.003014361087726236
9,[로봇뉴스]종목명_외국인의 매물이 일단 그쳐야.. 현재 -3.86%,2016-11-21 09:54:05,-0.03523489932885904,-0.00431985900296461
10,"종목명, 종합비타민제 '바로코민골드 정' 출시",2016-12-16 16:57:15,-0.013605442176870763,-0.0018851726627878707
11,[fnRASSI]종목명우(019175) 현재 6.15% ↑,2017-01-09 09:57:04,-0.02777777777777779,-0.00016596782061650828
12,"[fnRASSI]종목명, 거래량 확대되며 5거래일 연속 하락",2017-01-12 11:09:04,-0.033333333333333326,0.005768188365251392
13,"종목명, 화학연서 기술이전받은 신개념 골다공증 치료제 2상 준비",2017-02-23 16:03:04,0.016071428571428514,-0.00640993283923752
14,"종목명, 송암 장용택 회장 1주기 추모·흉상제막식 진행",2017-03-03 09:54:10,-0.04247787610619469,-0.011366562725096063
15,"종목명, 작년 연결 영업익 96억…전년比 126%↑",2017-03-07 15:07:52,-0.011090573012939031,0.0060969468749407785
16,제일약품·종목명 등 뇌졸중 신약개발 경쟁 본격화,2017-03-27 16:59:26,0.018050541516245522,0.003548865457586148
17,"종목명, 보통주 777만주 보호예수기간 만료",2017-05-10 10:14:44,-0.013975155279503104,-0.009874514951959568
18,"[ET투자뉴스][종목명 지분 변동] 민영관-4.7%p 감소, 2.05% 보유",2017-06-02 16:19:08,0.03703703703703698,-0.0013070067452748413
19,종목명 말라리아 치료제 '피라맥스' WHO 필수의약품 등재,2017-06-07 17:45:48,-0.017955801104972413,0.0014533778316165868
20,[제약업계 뉴리더]⑱ WHO 필수의약품 개발 종목명 오너 2세 장원준 사장 ‘화려한 복귀’ 가능할까,2017-07-20 11:39:53,0.021207177814029254,0.00489730087530571
21,"종목명, 인플루엔자 치료제 ‘신풍플루캡슐’ 출시",2017-08-23 16:13:08,0.008547008547008517,0.0039892606452618384
22,"바이오리더스, 김창균 전 종목명 대표 사내 이사 선임",2017-09-01 11:48:27,0.011093502377178988,-0.002327362648502418
23,[ET투자뉴스]종목명_기관과 외국인 모두 순매수 현재 +3.1% 4일연속 올라,2017-11-01 09:53:44,0.042483660130719025,0.013093305497019925
24,"[fnRASSI]종목명우, 상한가 기록",2017-11-09 09:22:57,0.1557251908396946,-0.0007169072520988307
25,바이오 막차? 종목명 상승,2017-11-17 09:26:43,0.004201680672268893,0.006250368311327303
26,[부고]최영선(종목명 홍보이사)씨 모친상,2017-11-20 17:06:04,-0.007863695937090465,0.0011987439394787192
27,"[fnRASSI]종목명, 2.11% 오르며 거래량 증가",2017-12-01 10:34:04,0.029023746701847042,-0.00038774696617771554
28,"종목명, '씨바이오멕스'와 신약 연구개발 공동 협력",2017-12-08 10:35:17,-0.0027816411682892728,0.0008204859569977963
29,"(유)종목명, 전일 대비 7.52% 상승.. 일일회전율은 1.09% 기록",2018-01-11 15:03:53,0.06698002350176258,-0.004736508850885057
30,"종목명, 전일 대비 약 3% 상승한 8,680원",2018-01-18 14:13:39,0.06302021403091551,0.0001511181031774722
31,"[ET투자뉴스][종목명 지분 변동] 아이비케이-5.65%p 감소, 7.14% 보유",2018-01-24 09:14:22,-0.025555555555555554,0.0005518812370557402
32,"종목명, 전일 대비 약 6% 상승한 9,410원",2018-02-05 11:06:59,-0.04842342342342343,-0.01332067301498463
33,"종목명, 베트남 정부에 말라리아치료제 ‘피라맥스’ 기부",2018-02-06 11:10:38,-0.04023668639053257,-0.015426885120898959
34,"종목명, 124억원 유착방지제 공급계약",2018-02-08 10:07:13,0.004901960784313708,0.004614972180006616
35,"종목명, 전일 대비 약 7% 상승한 8,790원",2018-02-12 10:15:01,0.0792682926829269,0.009142117387545223
36,"종목명, 전일 대비 약 6% 상승한 9,410원",2018-02-13 09:07:28,-0.0485875706214689,0.004112576814248259
37,"종목명, 전일 대비 약 4% 상승한 9,190원",2018-02-20 10:07:20,0.06704545454545463,-0.011339333323341583
38,"종목명, 전일 대비 약 -4% 하락한 9,050원",2018-02-21 10:09:18,0.017039403620873195,0.006016174888249015
39,"종목명, 전일 대비 약 -4% 하락한 8,600원",2018-02-28 11:06:40,-0.03695408734602468,-0.011717486484390638
40,"종목명, 말라리아 치료제 '피라맥스' 행정처분 모면",2018-03-04 16:20:48,-0.03269447576099216,-0.01128145252304924
41,"(유)종목명, 전일 대비 7.14% 상승.. 일일회전율은 2.41% 기록",2018-03-15 10:15:21,0.07675675675675686,0.00253403140781705
