,title,time,label,ChangeK
1,비아이피㈜ 종목명기자재인의날 장관표창 수상,2017-02-24 05:56:03,-0.006389759257714345,-0.00640993283923752
2,강환구 종목명플랜트협회장,2017-03-06 17:42:04,0.030120473672154535,0.0060969468749407785
3,"종목명플랜트협회, 안전 컨퍼런스 개최",2017-06-15 15:06:11,0.0,-0.0046319675532826565
4,부산시는 21일 종목명기자재연구원 미음연,2017-07-19 11:28:12,0.008902028944678175,0.0016075175748573312
5,"종목명기자재연구원, 선박용 LNG 볼륨 측정 시험평가용 테스트 설비 구축",2018-08-26 19:13:46,0.00877192982456143,0.002655704494386679
6,종목명기자재연구원 러 선급 4개 분야 추가 인정,2018-12-04 19:11:25,0.0036101083032491488,-0.006167398205403574
7,"송철호 울산시장 ""종목명 본사 울산 존속해야""(종합)",2019-05-07 17:30:42,-0.012295081967213073,-0.004124952361402534
8,[취재후 Talk] 종목명 본사 서울로…울산은 그저 바라볼 뿐,2019-05-17 14:15:14,0.004587155963302836,-0.005750326373522796
9,"울산동구의회, 종목명 본사 존치 특위 구성",2019-05-21 14:47:47,0.0046948356807512415,0.0026949516736811674
10,종목명 본사 울산 존치 범시민 촉구대회,2019-05-22 14:23:43,0.01869158878504673,0.0017514163735596888
11,"울산시장·지역 국회의원 ""종목명 울산 존치"" 한목소리",2019-05-23 14:30:26,0.022935779816513735,-0.002552240213336665
12,금속노조ㆍ울산 정치권 “종목명 본사 존치하라”,2019-05-29 17:33:18,0.04054054054054057,0.007650842878608177
13,"권오갑 ""종목명 게임체인저로 키울것""",2019-06-11 17:38:02,0.012711864406779627,-0.0014490218885730988
14,종목명플랜트협회 부회장에 이병철씨 선임,2019-07-11 13:53:36,0.01327433628318575,0.0105888189573069
15,"종목명, 2분기 영업이익 554억…현대重은 571억 적자 전환",2019-07-25 18:20:24,0.009756097560975618,-0.003962424356585115
16,"종목명, 日에 현대重-대우조선 기업결합 심사 신청",2019-09-04 15:35:05,0.01327433628318575,0.00815676442570834
17,"[공시]종목명, 자회사 현대중공업 8월 매출 6089억…전년比 2.56%↑",2019-09-19 16:29:37,0.020576131687242816,0.005369251074969883
18,"종목명기자재연구원, UL·CE 해외인증 설명회 엽니다",2019-10-07 09:03:13,-0.004081632653061273,0.0005146949954555335
19,산은이 지분 받기로한 종목명 들여다보니…,2019-11-04 09:46:11,0.029661016949152463,0.01430341857959605
20,'선시공 후계약'…현대重 과징금 208억원·종목명 檢고발(종합),2019-12-18 15:14:14,-0.01195219123505975,-0.00041896907950611517
21,"종목명 ""현대삼호중공업, 1094억원 규모 공사 수주""",2019-12-30 14:07:03,0.0,-0.0029670671649777436
22,[IR52 장영실상] 종목명 `자동 곡 성형 로봇시스템`,2020-01-05 18:43:02,-0.015444015444015413,-0.00982783666287712
23,종목명 흑자행진 청신호…LNG추진선 발주설 솔솔,2020-02-10 17:03:06,0.0,0.010017876904770961
24,"현대重지주·종목명, 가삼현 사내이사로…기업결합 승부수",2020-03-03 05:00:12,-0.009569377990430672,0.005812712017354782
25,"종목명, 하락흐름 전일대비 -10.15%... 외국인 기관 동시 순매수 중",2020-03-19 15:02:25,-0.07788595271210019,-0.08393661394726881
26,"종목명, +12.07% VI 발동",2020-03-20 15:04:15,0.16138763197586736,0.07444225452331588
27,"종목명, 대표이사로 가삼현 현대중공업 사장 선임",2020-03-24 13:49:32,0.07725947521865884,0.0860124477925106
28,"종목명, 전일대비 5.09% 상승중... 기관 13,000주 순매수 중",2020-04-06 14:31:39,0.05352480417754579,0.03850615858671591
29,"UNIST-종목명, 산학연구센터 개소…""미래산업 공동 연구""",2020-04-08 14:11:58,-0.024539877300613466,-0.009026080947919457
30,4월 엔지니어상에 종목명 박상민·이너트론 조학래,2020-04-13 12:00:00,-0.05386416861826693,-0.01877784807874172
31,‘코로나19’에도 선방한 종목명… 2분기 불확실성은 ‘여전’(종합),2020-04-29 12:08:04,0.0684754521963824,0.006964563819054526
32,선박 건조량↑ 종목명 실적 회복 기대 -하나금융투자,2020-05-08 08:30:05,-0.00487210718635811,0.008923505080784988
33,"“종목명, 조선 빅3 중 최선호... 투자의견 ‘매수’”",2020-06-03 08:58:05,0.049949031600407645,0.02865578154872872
34,종목명 PC선 2척 수주...PC선 건조 절대강자 재확인,2020-06-09 14:16:04,-0.01449275362318836,0.002119628308207444
35,"종목명기자재연구원, 배정철 원장 취임",2020-07-02 14:15:02,0.007990867579908745,0.01360904099627036
36,"[강세 토픽] 조선 대표주 테마, 종목명 +3.35%, 삼성중공업 +3.26%",2020-07-13 09:51:10,0.07168458781362008,0.01665390489477958
37,"종목명, 중형 PC선 2척 860억 수주",2020-07-20 10:50:06,0.007829977628635243,-0.001358351655305845
38,"종목명, PC선 2척 수주..870억 규모",2020-07-21 11:30:10,0.03218645948945609,0.01393418600799512
39,"종목명, 암모니아추진선 국내 첫 인증 획득",2020-07-23 23:01:00,-0.00786516853932584,-0.007106791574414073
40,"종목명, 독자기술로 전기추진선 건조 나선다",2020-07-29 13:57:08,0.0,0.002733694888917171
41,종목명 올해 국내 첫 LNG선 수주…9천억원 규모,2020-07-31 10:06:12,-0.01978021978021982,-0.007781127089068307
42,"종목명 1주일새 7척, 9억달러 상당 선박수주 성공",2020-08-03 13:01:04,-0.03251121076233188,0.0007423953876595224
43,"종목명, LNG선 2척 수주…4400억 규모",2020-08-13 09:50:40,-0.019543973941368087,0.0021295992728429525
44,"종목명, 韓 수주 1위 탈환 1등공신",2020-08-17 09:00:00,-0.04588112617309703,-0.024610694227642504
45,"종목명, PC선 2척 추가 수주",2020-08-28 11:01:05,0.00574052812858783,0.003988184092397429
46,"배달의민족, 종목명 기업결합 속도낸다....연내 심사 마무리",2020-09-09 10:01:15,-0.013683010262257711,-0.010866291391531613
47,"KCC, 종목명·현대重과 '선박용 무용제 도료' 개발",2020-09-24 10:42:04,-0.0431034482758621,-0.02594676898195969
48,"종목명, 초대형 원유운반선 4척 수주…4200억 규모",2020-09-29 11:30:56,0.03374999999999995,0.008582810964325782
49,"종목명, 1400억원 규모 선박 3척 수주",2020-10-16 10:26:29,-0.0025062656641604564,-0.008334681085143902
50,"종목명, LPG운반선 등 3척 수주",2020-10-19 08:21:15,0.012562814070351758,0.0022250242087329397
51,"[ESG 분석]종목명, 친환경 운송 수단으로 미래 선박 시장 대비",2020-10-21 09:43:57,0.012484394506866447,0.005279063209771673
52,"종목명, 2400억원 규모 선박 3척 수주",2020-10-26 14:33:33,0.017135862913096656,-0.007158622073627718
53,"종목명, 3분기 영업익 407억원...작년比 34.3% 증가",2020-10-30 13:58:49,-0.01754385964912286,-0.025581634694807343
54,"종목명, 4250억원 규모 LNG선 2척 수주",2020-11-02 11:23:01,0.015306122448979664,0.01456013560059688
55,"종목명, 2000억 초대형 원유운반선 2척 수주",2020-11-09 13:47:26,0.08685162846803385,0.012704304158907442
56,"종목명·삼성重, 초대형원유운반선 쌍끌이 수주 쾌거(종합)",2020-11-17 11:30:03,0.011122345803842304,-0.0015257889036904837
57,"종목명, 1조 원 규모 원유운반선 10척 수주",2020-11-19 08:47:54,-0.048338368580060465,0.0006992461914565595
58,"종목명, LPG선 2척 1160억원 수주",2020-11-25 13:15:22,0.03883495145631066,-0.006196126053587325
59,"종목명, 1000억 규모 LPG선 2척 수주",2020-12-03 11:00:00,0.0,0.007593732854062507
60,"종목명, 미얀마 해양플랜트 4.5억달러 규모 수주 성공",2020-12-08 14:58:37,-0.009756097560975618,-0.0162123411753774
61,"종목명, 4천억 규모 초대형 원유운반선 수주",2020-12-14 14:57:26,0.013698630136986356,-0.0028375225925020287
62,"종목명, 코로나 여파 뚫고 '1조원대' 규모 선박 수주",2020-12-16 13:22:19,0.009216589861751112,0.00543015888986198
63,"삼성중공업·종목명, 선박 건조 수주 ‘막판 뒷심’",2020-12-22 11:28:34,-0.004545454545454519,-0.01618410796107561
64,"모잠비크 잭팟?…종목명·삼성重, 사흘새 3조4천억원 수주(종합)",2020-12-23 11:27:07,-0.0182648401826484,0.009562251854728032
