,title,url,text,time,label,ChangeK
5,"종목명, 협력사와 '소통의 장' 마련",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0007249052,"원본보기【서울=뉴시스】김지은 기자 = 종목명가 협력사와의 동반성장을 위해 '협력사 소통의 장(場)'을 마련했다. 종목명는 25일 수원 경기중소기업종합지원센터 경기홀에서 상생협력 활동 확산과 동반성장 파트너십 강화를 위한 '2016년 협력사 소통의 장(場)'을 개최했다. 2011년부터 매년 실시하는 이 행사에는 종목명의 470개 1차 협력사 대표와 주은기 종목명 상생협력센터 부사장, 김행일 환경안전센터 전무 등이 참석했다. 이 자리에서는 협력사 환경안전 경영을 위한 실천방안 등이 중점적으로 논의됐다. 김행일 전무는 협력사 차원에서의 환경안전 규정 준수와 개선 노력의 중요성을 강조하고 사업장에서 발생할 수 있는 사고 유형과 예방 대책을 공유했다. 또 관련 법규 준수는 물론 종목명 가이드라인을 바탕으로 협력사들이 자율적으로 환경안전 경영체제를 구축할 것을 당부했다. 종목명는 협력사가 자율적으로 환경안전 관리·개선활동을 추진하고 산업재해를 예방할 수 있도록 '환경안전 집중관리 매뉴얼'을 배포하고 협력사 경영층이 직접 관심을 가지고 관리할 것을 주문했다. 이와 함께 외부 안전보건 전문가를 초청해 안전점검 문화 확산과 산업재해 방지 등 안전보건을 위한 경영전략에 대해 논의하는 시간을 가졌다. 협력사 환경안전 혁신사례를 공유하는 벤치마킹 코너도 마련됐다. 금속가공 전문업체 에스코넥은 종목명 환경안전 전문가의 지원을 받아 냄새·분진·소음 등 작업자 유해환경을 제거한 현장개선 사례를 공유하기도 했다. 종목명는 해외 진출 협력사들이 재무관리에 도움을 받을 수 있도록 외부 전문가를 초빙해 글로벌 세무환경을 소개하고 이에 따른 세무 최적화 방안을 논의하기도 했다. 주은기 상생협력센터 부사장은 ""환경안전은 선택이 아닌 필수""라며 ""협력사와의 동반성장을 위해 협력사 환경안전 문화 정착에 대한 지원을 아끼지 않겠다""고 말했다. 종목명는 이번 행사에 참석하지 못한 협력사 대표들을 위해 다음달 중 추가 교육을 실시하고 협력사 환경안전 핵심리더의 역량 강화와 전문가 양성을 위한 환경안전 전문 교육도 지원할 예정이다. whynot82@newsis.com★ 세상에 이런일이 -  대법, 초등생 의붓딸 물고문한 계모 징역 확정 ★ 오늘의 핫 포토 -  끈으로 아슬아슬…화끈한 뒤태 노출 드레스 ★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2016-05-25 13:31:51,0.018882769472855943,0.01178210817253933
6,"""퀀텀닷은 종목명의 신성장동력…응용분야 무궁무진""",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0008428599,"원본보기제9회 국제 퀀텀닷 콘퍼런스    (서울=연합뉴스) 장혁 종목명 종합기술원 머티리얼연구센터 센터장(부사장)이 26일 제주 라마다프라자 호텔에서 열린 '제9회 국제 퀀텀닷 콘퍼런스'(QD 2016)에서 기조연설을 하고 있다. 2016.5.26 [종목명 제공]    photo@yna.co.kr제주 퀀텀닷 컨퍼런스…장혁 부사장 ""태양전지·메모리·센서로 확장 가능""""효율 높은 카드뮴, 소비자에 해 될 수 있어 연구 중단""    (제주=연합뉴스) 정성호 기자 = ""퀀텀닷(양자점)은 한 가지 특성을 이용해서 쓸 수 있는 분야가 너무 많습니다. 이 팬시한 소재를 계속 연구해야 합니다. 이니셔티브를 쥔 종목명 종합기술원은 계속 연구할 생각입니다. 퀀텀닷은 종목명의 신성장동력이라고 생각하고 있습니다.""    장혁 종목명 종합기술원 머티리얼연구센터 센터장(부사장)은 26일 제주 라마다프라자호텔제주에서 열린 '제9회 국제 퀀텀닷 콘퍼런스'(QD 2016)에서 이같이 말했다.    장 부사장은 이날 '차세대 소재기술 퀀텀닷을 통한 기기 기능 강화'를 주제로 기조연설을 하며 세계 최초로 비(非)카드뮴계 퀀텀닷 TV의 개발 과정을 소개했다.    장 부사장은 ""퀀텀닷 기술을 LCD(액정표시장치)에 써서 퀀텀닷 TV가 나왔지만, 앞으로도 많은 기회가 있다. 휘도를 더 올리면서 시야각 특성, 명암비 등을 더 개발할 기회가 있고, 퀀텀닷 LED(발광다이오드)라고 컬러 필터 없는 TV가 될 수도 있다""며 이 기술의 잠재력과 가능성을 강조했다.    퀀텀닷은 스스로 빛을 내는 수 나노미터(㎚) 크기의 반도체 입자를 말한다. 퀀텀닷의 특징은 입자 크기가 변하면 다른 길이의 빛 파장이 발생해 다양한 색을 낼 수 있다는 점이다.    또 화학적으로 합성된 무기물이어서 유기물에 기반을 둔 OLED(유기발광다이오드)보다 화학적·물리적 안정성이 높고 수명이 긴 것으로 평가된다.    1980년대 초 학계에서 발견됐는데 30여 년 만에 이 기술이 처음 상용화된 분야가 바로 퀀텀닷 TV다.    장 부사장은 퀀텀닷 기술의 활용 영역이 앞으로 얼마든지 확장될 수 있다고 전망했다.    그는 ""퀀텀닷은 광(光)을 받아서 전기로 전환하는 특성이 있다""며 ""이를 활용하면 태양전지나 메모리에도 쓸 수 있다""고 말했다.    또 다양한 형태의 센서로도 쓸 수 있으며, 특히 가시광선 외에도 적외선이나 자외선을 인식하는 센서로 활용할 수 있을 것으로 내다봤다.    반대로 전기를 받아 빛을 낼 수도 있는데 이 성질을 이용하면 레이저를 만들거나 전기를 받아 직접 발광하는 QLED(양자점발광다이오드) TV를 개발할 수 있다.원본보기    여기에 더해 바이오 반응을 일으켜 인체 내 마커(표지물질)로 사용하거나 태양광을 받아 수소를 생산하는 광 촉매로도 사용할 수 있다고 장 부사장은 설명했다.    그는 이론적으로 더 높은 효율을 낼 수 있지만, 인체 독성이 큰 카드뮴을 쓰지 않은 '비(非)카드뮴' 퀀텀닷 TV를 개발하게 된 과정도 소개했다.    장 부사장은 ""90년대 초반 퀀텀닷 연구를 시작했는데 이론적으로 카드뮴을 써야 높은 효율을 낼 수 있었다""며 ""하지만 회사가 큰 결정을 했다""고 전했다.    규정상 카드뮴 사용이 허용돼 있었지만, 카드뮴이 소비자에게 해가 될 수 있고, 제조공정의 작업자들에게도 피해를 줄 수 있어 큰 결심을 하고 연구를 접었다는 것이다.    그 대신 2010년부터 '카드뮴 프리(free)'로 가기로 하고 연구를 재시작했다.    장 부사장은 ""카드뮴을 쓰지 않으면 이론적으로 효율이 떨어질 수밖에 없었지만 그걸 극복해서 카드뮴 퀀텀닷과 같은 휘도를 유지하면서 그보다 색 좌표를 더 넒힌 TV 제품을 내놨다""고 말했다.    그는 ""규정에 안주했다면 비카드뮴 퀀텀닷 TV는 없었을 것""이라며 ""아주 보람찬 성과라고 생각한다""고 덧붙였다.    장 부사장은 ""지난해 CES(세계가전전시회) 쇼에서 카드뮴 없는 TV를 만들어서 론칭했고 올해 또 한 번 효율을 올려서 2세대를 출시했다""며 ""내년에는 효율을 더 올려서 또 (새 제품이) 나온다""고 말했다.    퀀텀닷 분야에서 종목명와 경쟁사 간 기술 격차에 대해서는 ""내부적으로는 아주 보수적으로 봐서 1.5년 앞서 있다고 하지만 2년 정도 되는 것 같다""고 말했다.    미국이나 중국 업체들이 카드뮴 소재 제품을 내놓고 있지만 그 성능이 종목명가 지난해 처음 출시한 제품보다도 낮다는 것이다.    장 부사장은 또 다른 첨단 디스플레이 기술인 OLED와 퀀텀닷을 비교하면서 ""퀀텀닷은 무기물질이라 수명 특성이 좋고, 공정 자체가 증착 공정을 안 쓰고 습식 공정이라 대형으로 갔을 때 OLED보다 경쟁력이 있다""고 평가했다.    sisyphe@yna.co.kr▶ [핫클릭] 강인·초신성·노홍철·강타까지…연예인 '음주운전 릴레이'▶ [핫클릭] 비밀정원·피톤치드 숲길…초여름 힐링을 이곳에서▶ [현장영상] '콩나물 시루' 난민선 전복…500여명 구조<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-05-26 11:00:10,0.0007722007722008595,-0.001759721186019414
7,"종목명, '배트맨 갤럭시S7' 출시한다",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=105&oid=003&aid=0007253503,"원본보기【서울=뉴시스】김지은 기자 = 종목명가 워너브라더스 인터랙티브 엔터테인먼트(Warner Bros. Interactive Entertainment), DC 엔터테인먼트(DC Entertainment)와 협력해 '갤럭시 S7 엣지 인저스티스 에디션(Injustice Edition)'을 27일 공개했다.  '갤럭시 S7 엣지 인저스티스 에디션'은 인기 모바일 게임 '인저스티스 : 갓스 어몽 어스 (Injustice : Gods Among Us) 출시 3주년을 기념해 제작됐다. 게임의 주인공인 배트맨 캐릭터를 모티브로 한 것이 특징이다. 전∙후면의 강렬하고 깊이 있는 블랙 컬러와 홈 버튼 테두리 등에 적용한 골드 컬러가 조화를 이뤄 배트맨이 스마트폰으로 재탄생한 듯한 디자인으로 꾸몄다는 설명이다. 제품 후면 중앙에는 골드 색상의 박쥐 문양을 배치해 강렬함을 더하고 배경 화면 등에도 인저스티스 테마를 적용해 디자인 완성도를 높였다. '갤럭시 S7 엣지 인저스티스 에디션'은 한정판(Limited Edition)으로 운영되며 오는 6월 중 한국, 중국, 싱가포르, 중남미, 러시아 등에서 출시될 예정이다. 기본 구성품과 함께 배트맨 슈트 형상의 스마트폰 케이스, 별도 제작된 블랙 색상의 기어 VR, 인저스티스 모바일 게임 크레딧, 오큘러스 VR 콘텐츠 이용권 등을 제공하는 특별 패키지로 구성됐다. 이영희 종목명 무선사업부 마케팅팀장 부사장은 ""워너 브라더스 인터랙티브 엔터테인먼트, DC 엔터테인먼트와 함께 갤럭시 S7 엣지 인저스티스 에디션을 선보이게 되어 대단히 기쁘다""며 ""종목명는 소비자들에게 최고의 모바일 게임 경험을 제공하기 위해 노력하고 있으며 관련 업계와도 지속 협력하겠다""고 말했다. whynot82@newsis.com★ 세상에 이런일이 -  ´사람 고기´ 전시?…동물보호단체의 끔찍한 이벤트 ★ 오늘의 핫 포토 -  야구 여신 박기량, 콜라병 몸매 드러낸 래시가드룩 ★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2016-05-27 09:07:51,-0.010802469135802517,0.006187845357279453
8,"종목명, 복합기용 소프트웨어 개발키트 공개",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0008436848,"원본보기    (서울=연합뉴스) 정성호 기자 = 종목명는 기업용 복합기에 탑재되는 프린팅 솔루션 플랫폼인 '스마트 UX센터'의 소프트웨어 개발 키트(SDK·Software Development Kit)를 공개했다고 30일 밝혔다.    소프트웨어 개발자들이 이 SDK를 이용해 자유롭게 스마트 UX센터에 맞는 응용 프로그램(애플리케이션·앱)을 개발할 수 있도록 한 것이다.    삼성 프린팅 스마트 UX센터는 삼성이 출시하는 복합기에 탑재되는 삼성의 독자적인 프린팅 솔루션 플랫폼으로, 안드로이드 운영체제(OS)를 기반으로 제작됐다.    PC를 이용하지 않고도 복합기 자체에서 복잡한 긴 문서, 인물, 풍경 사진 등을 쉽게 편집하고, 출력·복사·스캔 등 기본 기능을 수행할 수 있다.    또 개인이나 기업이 자주 사용하는 기능 위주로 자유롭게 UI(사용자 환경)를 구성할 수 있다.    특히 이번에 공개한 SDK에서는 출력을 위해 복합기로 이동하지 않고도 스마트폰에 탑재된 앱을 통해 원격으로 스마트 UX센터의 기능을 그대로 이용하는 모바일 스마트 UX센터 기능을 지원한다.    또 스마트 UX센터용 폰트, 아이콘, 샘플 디자인 등 개발자를 위한 스타일 가이드도 제공한다.    송성원 종목명 프린팅솔루션사업부 전무는 ""이번에 공개한 스마트 UX센터 SDK를 통해 모바일 환경에서까지 이용 가능한 다양한 응용프로그램이 더 활발히 개발되기를 기대한다""고 말했다.    이번에 공개된 SDK는 종목명 개발자 홈페이지(developer.samsung.com)에서 무료로 내려받을 수 있다.    sisyphe@yna.co.kr▶ [핫클릭] 초콜릿 먹으면 예뻐진다…""피부 주름과 탄력개선에 도움""▶ [핫클릭] '한국전 해트트릭' 멕시코 축구스타 풀리도, 괴한에 납치▶ [영상] 소 뛰어넘어야 어른…에티오피아의 이색 성인식<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-05-30 11:00:07,-0.0015600624024960652,-0.001035989251520375
9,"종목명, 동전 크기 512GB SSD 출시",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0007260886,"원본보기【서울=뉴시스】정성원 기자 = 종목명가 세계 최초로 무게는 1g, 크기는 2cm에 불과하면서 용량은 512GB인 세계 최소·최경량 SSD(Solid State Disk)를 출시했다고 31일 밝혔다. '512GB BGA NVMe SSD'는 하나의 패키지에 낸드플래시, D램, 컨트롤러를 탑재한 제품으로 2.5인치 하드디스크의 1/100 부피에 불과하다. 종목명는 2013년 울트라 노트북용 SSD를 출시한지 3년 만에 면적을 1/5로 줄인 라인업을 선보이게 됐다. 연속 읽기속도도 기존 SSD보다 3배 빠른 1500MB/s다. 종목명는 글로벌 IT 업체들에 이번 제품 라인업을 본격 공급하며, '초고속·초소형·초경량' 솔루션으로 차세대 프리미엄 PC 시장 선점에 나선다는 전략이다. 종목명 메모리사업부 상품기획팀 이정배 전무는 ""BGA NVMe SSD는 초고속이면서도 가장 작은 폼팩터로 512GB 용량을 제공해 차세대 PC의 디자인 유연성이 더욱 높아졌다""며 ""향후 글로벌 IT 업체들은 더 얇고 혁신적인 PC를 출시할 수 있을 것""이라고 강조했다. utu@newsis.com★ 세상에 이런일이 -  ´사람 고기´ 전시?…동물보호단체의 끔찍한 이벤트 ★ 오늘의 핫 포토 -  야구 여신 박기량, 콜라병 몸매 드러낸 래시가드룩 ★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2016-05-31 11:03:35,0.009374999999999911,0.00827094241796189
10,"종목명, 'CIO 100 어워드' 수상",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0007266540,"원본보기세계 최고 수준 제조경쟁력 입증【서울=뉴시스】이연춘 기자 = 종목명가 세계 최고수준의 제조경쟁력을 인정받게 됐다. 종목명는 '글로벌 제조실행 시스템(G-MES 2.0 : Global Manufacturing Execution System 2.0)'의 구축과 글로벌확산 사례로 ‘2016년 CIO 100 어워드’에 선정됐다고 2일 밝혔다. 세계적인 미디어·리서치 기관인 IDG가 주관하는 'CIO 100 어워드'는 IT 기술이나 솔루션을 적용해 가장 혁신적인 성과를 거둔 글로벌 기업이나 기관 100개를 선정해 시상하는 세계적 권위의 상이다. 이번에 수상하게 된 종목명 사례는 'G-MES 2.0'이라는 제조 IT 솔루션을 기반으로 제품과 사업장별로 분산된 방대한 프로세스를 통합하고, 글로벌 사업장을 단일시스템으로 연계함으로써 동일한 품질로 전세계 동시생산을 가능하게 한 것이 특징이다.  이를 통해 연간 약 2000여억원의 원가절감 효과는 물론, 신제품 생산라인 교체시간을 50% 단축함으로써 스마트폰과 같은 핵심 주력상품을 세계시장에 동시에 공급할 수 있게 돼 판매증대에도 크게 기여하는 성과를 거뒀다. 종목명가 제조경쟁력 향상을 위해 삼성SDS와 협업해 구축한 'G-MES 2.0'은 지능형 제조실행 시스템으로 생산관리, 품질관리, 자원관리 등의 최적화된 모듈로 구성돼 있다. 또한, 'G-MES 2.0'은 해외 생산법인에서 사용하던 93개의 시스템을 하나로 통합·연계할 수 있다. 문종승 종목명 글로벌기술센터 제조혁신팀장인 상무는 ""종목명가 꾸준히 발전시켜 온 최고수준의 제조 프로세스에 혁신적인 IT 솔루션을 접목함으로써 또 한 단계 업그레이드 된 차별화된 제조경쟁력을 갖추게 됐다""며 ""지금보다 더 민첩하게 시장변화를 반영해 종목명의 시스템 역량을 지속적으로 향상시켜 나갈 것""이라고 말했다. lyc@newsis.com★ 세상에 이런일이 -  칼에 14번 찔리고 버려진 아기 새 삶 찾아 ★ 오늘의 핫 포토 -  야구 여신 박기량, 콜라병 몸매 드러낸 래시가드룩 ★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2016-06-02 13:28:40,0.02400600150037513,0.0012054218623696045
11,"종목명, 美서 기어 핏2·기어 아이콘X 공개",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=105&oid=421&aid=0002091312,"종목명 기어 핏2 © News1(서울=뉴스1) 김보람 기자 = 종목명가 2일(현지시간) 미국 뉴욕 마케팅 센터 '삼성837'에서 피트니스에 최적화된 웨어러블 기기 '기어 핏2'와 '기어 아이콘X'를 공개했다고 3일 밝혔다. 종목명는 미디어, 거래선, 소비자 등 약 1500여명이 참가한 이번 행사에서 DJ 공연·피트니스 체험 등과 종목명의 신제품이 접목된 다양한 이벤트를 선보여 참석자들의 이목을 끌었다.위치정보추적시스템(GPS)가 탑재된 스포츠 밴드 '기어 핏2'는 1.5인치 커브드 슈퍼아몰레드 디스플레이를 탑재해 거리, 심박수, 운동 시간 등 본인의 다양한 피트니스 정보를 직관적으로 확인할 수 있다.소비자들은 '기어 핏2'의 데이터를 갤럭시 스마트폰의 S헬스 앱과 연동해 자신의 운동 상태를 상세하게 분석할 수 있을 뿐 아니라 다른 사용자와 자신의 걸음 수를 비교하는 등 다양한 기능을 활용할 수 있다.'기어 핏2'는 기기 자체의 저장 공간에 음악을 저장해 폰 없이도 운동 중에 편하게 음악을 감상할 수 있으며, 운동 결과를 페이스북을 통해 손쉽게 공유할 수 있다. 걷기, 달리기, 자전거 타는 상태는 물론, 실내용 조정 기구 '로윙머신'(Rowing Machine)이나 페달에 발을 올리고 손잡이를 앞뒤로 움직이는 운동 기구 '일립티컬'(Elliptical)을 할 때도 별도의 조작 없이도 자동으로 운동 종목을 인식해 결과를 기록하는 '자동 운동 인식 기능'도 지원한다.'기어 핏2'는 인체공학적 디자인으로 착용감이 우수하며, 시간, 문자 등 모든 알림도 바로 확인 가능해 일상의 모든 순간을 함께 하기에 적합하다.'기어 아이콘X'는 음악을 감상하는 동시에 피트니스 정보를 기록할 수 있는 기기로 좌, 우 이어버드(Earbud) 간에 연결 선이 없는 것이 특징이다. 블루투스로 폰과 연동하거나 폰 없이 이어버드에 내장된 4기가바이트(GB)의 저장 공간에 음악을 저장해 이어버드 만으로도 음악을 감상할 수 있다.'기어 아이콘X'를 귀에 꼽고 워크아웃 모드를 설정하면 자동으로 거리, 속도, 심박수, 운동 시간과 칼로리 소모량을 측정할 수 있으며, '보이스 가이드'로 측정 내용에 대해 실시간 음성 피드백을 받을 수 있고 운동 후에는 S헬스와 연동하여 걷기, 달리기로 운동 기록을 저장하고 관리할 수 있다.'기어 아이콘X'는 이어버드를 살짝 탭하거나 위, 아래로 터치하는 것만으로 기기에 저장된 1000 곡의 음악을 감상할 수 있어 운동 중은 물론 일상의 생활에서도 유용하다.이영희 종목명 무선사업부 부사장은 ""소비자들이 건강한 삶을 추구할 수 있도록 다양한 웨어러블 기기를 선보일 예정""이라며 ""어떤 운동을 즐기든, 기어 핏2와 기어 아이콘X는 그에 맞는 색다른 경험과 재미를 제공할 것""이라고 말했다.'기어 핏2'는 블랙·블루·핑크 컬러로 오는 10일부터 북미, 유럽 등 주요 국가에서 출시되며, '기어 아이콘X'는 올해 3분기에 블랙·블루·화이트 등의 컬러로 출시 될 예정이다. borami@news1.kr▶ 매일 업데이트 최신 만화 100% 무료[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2016-06-03 06:37:12,0.00879120879120876,0.0003677282395009307
12,종목명 '스마트 UX 센터' 솔루션 최고 등급,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0007274455,"원본보기【서울=뉴시스】김지은 기자 = 종목명의 프린팅 솔루션 플랫폼 '스마트 UX 센터'가 세계적인 사무기기 전문 평가기관 '바이어스랩(BLI:Buyers Laboratory Inc.)'으로부터 솔루션 부문 최고 등급 '플래티넘' 평가를 받았다. 스마트 UX 센터는 바이어스랩의 5개 평가 기준 중 ▲사용성 ▲IT 관리·보안 ▲고객 지원 서비스 ▲소장 가치 등 4개 부문에서 최고점을 획득했다. 안드로이드 스마트폰과 태블릿 PC 이용자들에게 익숙하고 사용자 환경에 맞춰 레이아웃과 기능 설정을 자유롭게 변경 가능한 점을 높게 평가 받았다. '프린팅 앱 센터'를 통해 앱과 위젯을 설치할 수 있는 점도 호응을 얻었다. 삼성 '스마트 UX 센터'는 업계 최초로 안드로이드 OS를 기반으로 하는 프린팅 에코시스템으로 문서나 사진을 복합기에서 직접 검토와 편집 등이 가능하다. 출력·복사·스캔 등 기본 프린팅 기능을 위한 앱과 위젯이 설치되어 있으며 사용자가 자주 사용하는 기능 위주로 자유롭게 UI를 구성할 수 있다. 송성원 종목명 프린팅솔루션 사업부 전략마케팅팀 팀장은 ""종목명 프린팅 제품의 강점이자 스마트 오피스 환경의 기반이 되는 '스마트 UX 센터'의 우수성과 혁신성을 인정받아 기쁘다""며 ""앞으로도 고객들의 프린팅 효율성을 높일 수 있는 다양한 프린터 제품과 솔루션 개발에 힘쓰겠다""고 말했다. whynot82@newsis.com★ 세상에 이런일이 -  ""왜 거짓말 해!"" 학교 찾아가 10대 딸 뺨 때린 아버지 집유 ★ 오늘의 핫 포토 -  장애인 구역에 주차한 조영남 외제차 ★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2016-06-07 11:04:07,0.015250544662309462,0.01298696745032668
13,"종목명, 타이젠 OS 스마트 사이니지 최초 공개",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0008460367,"초슬림 사이니지    (서울=연합뉴스) 옥철 기자 = 종목명가 8일(현지시간) 미국 라스베이거스에서 개막한 세계 최대 디스플레이 전시회 '인포콤(Infocomm) 2016'에서 독자 운영체제인 타이젠(Tizen) OS를 탑재한 스마트 사이니지(Signage·상업용 디스플레이)를 처음 공개했다.    세계 최소 두께인 29.9mm의 초슬림 스마트 사이니지 2개 제품군과 아웃도어용 스마트 사이니지에 타이젠을 탑재한 것이다.    초슬림 스마트 사이니지(P시리즈)는 화면밝기 700니트, 500니트 제품군으로 빛 반사 방지 패널로 화면 가독성을 높이고 24시간 사용하도록 내구성을 높였다.    아웃도어용 스마트 사이니지(OHF시리즈)는 PC·라우터 등이 내장된 올인원 타입이면서도 슬림한 디자인이다.    타이젠 사이니지는 새로운 사용자경험(UX)을 제공하고 화려한 영상 콘텐츠의 안정적인 호환성과 그래픽 환경을 지원한다고 삼성은 설명했다.    또 고유의 삼성 스마트 사이니지 플랫폼(SSSP) 인터페이스를 공개하고 HTML5도 지원해 더 폭넓은 호환성을 제공한다.원본보기아웃도어용 사이니지     사용자가 스마트 사이니지에서 활용할 전용 프로그램을 쉽게 개발할 수 있으며, 이미 구축한 홈페이지 광고·홍보에 쉽게 활용할 수 있게 인터넷 접속이 가능한 웹 브라우저 기능도 추가됐다고 종목명는 덧붙였다.    종목명는 스마트 사이니지 전용 소프트웨어인 '매직인포 서버(MagicInfo Server) 4.0'도 처음 공개한 뒤 북미 시장에 출시한다고 밝혔다.    종목명 영상디스플레이사업부 김석기 전무는 ""타이젠 운영체계를 탑재한 스마트 사이니지 제품은 향후 상업용 디스플레이 시장에서 새 기준이 될 것""이라고 말했다.    oakchul@yna.co.kr▶ [핫클릭] ""앙 기모찌"" 日성인 동영상 언어, 초등학교까지 침투▶ [핫클릭] 때리고, 돈뜯고, 성모욕…부부가 장애인을 노예처럼▶ [핫영상] 70대 노인 뺨때리고 발로찬 30대女 구속<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-06-09 09:02:53,0.017069701280227667,-0.0014355191029278291
14,"종목명, 협력사 신입사원 입문교육 무상지원",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0008467941,"원본보기종목명, '협력사 신입사원 입문교육' 실시    (서울=연합뉴스) 13일 경기 수원시 영통구 종목명 상생협력아카데미 교육센터에서 종목명의 협력사 신입사원들이 '2016년 협력사 신입사원 입문교육'에 참여하고 있다.     '협력사 신입사원 입문교육'은 종목명가 협력사의 인력 양성을 지원하고자 운영 중인 다양한 교육 과정 가운데 하나다. [종목명 제공]    (서울=연합뉴스) 김연숙 기자 = 종목명는 올해 협력사 80여 곳 신입사원 300여 명의 입문교육을 무상 지원한다고 13일 밝혔다.     올해 교육은 분기별로 총 4차례에 걸쳐 진행된다. 2분기 교육은 13∼17일 4박 5일간 경기도 수원의 상생협력아카데미에서 이뤄지며 종목명 사내 전문 교수진이 강사로 나선다.     삼성의 신입사원 입문교육을 바탕으로 ▲ 사고혁신 ▲ 자기 주도 ▲ 건전한 직업관 형성 ▲ 비즈니스 매너 ▲ 창의적 사고 ▲ 미래 목표와 비전 수립 등 다양한 프로그램으로 구성된다.    참가자들은 직급과 직무별 기업 경영 시뮬레이션 게임을 하고 삼성 이노베이션 뮤지엄도 둘러본다.    종목명 주은기 상생협력센터 부사장은 ""이번 교육을 통해 협력사 신입사원들이 회사의 핵심인재로 자리 잡길 기대한다""며 ""앞으로도 협력사 인력 양성을 위한 프로그램을 발전시켜 나가겠다""고 말했다.     종목명는 이외에도 온·오프라인으로 직무·계층별 맞춤형 과정을 구축, 협력사 교육을 지속적으로 지원할 계획이다.    nomad@yna.co.kr▶ [핫클릭] 北지뢰도발 부상장병 김정원·하재헌 프로야구 시구·시타▶ [핫클릭] '#우리집 청담동 #일상'…인스타 속 '그들이 사는 세상'▶ [영상] ""음악인줄 알았는데…美 총격 한순간에 '아비규환'<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-06-13 11:00:11,-0.024893314366998598,-0.019116461345448754
