,Unnamed: 0,title,time,label,ChangeK
0,4,한전KPS·현대모비스·종목명.. 변동성 장세에선 이익안정성 따져봐야,2016-06-01 18:27:04,0.0236518448438978,0.0012054218623696
1,5,"[@테마]종목명_주요 매물구간인 1,013,000원선이 지지대로 작용.",2016-06-21 13:21:04,0.028436018957346,0.0007975064630045
2,6,"[@기업분석리포트]종목명, ""2Q16 견고한 실…"" 매수(유지)-이베스트투자증권",2016-06-29 10:51:05,0.0296296296296296,0.0104017179357975
3,7,"종목명, 상장 후 사상 최고가 경신",2016-06-30 09:52:03,0.0044964028776979,0.007151031051169
4,8,"코스피, 숨고르기 지속... 종목명 최고가",2016-07-05 10:13:43,0.0034782608695651,-0.0027314553531592
5,9,"[빅데이터MSI]빅데이터 유망주, 종목명·넥센타이어 상승 마감",2016-07-12 16:27:53,-0.0179372197309417,0.0071915696046318
6,10,코스피 보합권 공방... 종목명 5%대 하락,2016-07-27 10:00:00,-0.0815018315018315,-0.001129518008032
7,11,[사드 배치 발표 한달...中 관련주 두자릿수 추락] 종목명 시총 7위→17위로 추락,2016-08-05 17:55:04,0.0347826086956521,0.0065314401743139
8,12,"[@테마]종목명_주가와 거래량은 약세, 투자심리는 보통",2016-08-18 14:06:09,-0.0319917440660474,0.005734542385321
9,13,"[빅데이터MSI]빅데이터MSI 톱5, 종목명 상승 마감",2016-08-29 17:25:54,-0.010482180293501,0.0036361916437959
10,14,"[@테마]종목명_현재주가 근처인 974,000원대에 주요매물대가 존재.",2016-09-22 11:24:05,0.0173469387755103,0.0067338057000958
11,15,"[@테마]종목명_위험대비수익률 0.5로 하위권, 업종평균대비 성과 좋지 않아",2016-09-29 14:30:03,-0.0442655935613681,0.0076275956620712
12,16,"[빅데이터MSI]빅데이터MSI 톱5, 종목명·신한지주·한국전력·효성 상승 마감",2016-10-04 16:30:24,-0.0369989722507708,-0.0009052231797499
13,17,"[@기업분석리포트]종목명, ""완만한 성장 국면으…"" 매수(유지)-한국투자증권",2016-10-26 08:57:06,0.0,-0.0114276317132022
14,18,[빅데이터MSI]빅데이터MSI 톱5…롯데쇼핑·대상·신세계·종목명·이마트,2016-11-21 09:19:05,-0.0309789343246592,-0.0043198590029646
15,19,[빅데이터MSI]빅데이터MSI 톱5…종목명·현대백화점·금호타이어·락앤락·하이트진로,2016-11-30 09:41:28,-0.0307881773399014,0.0025727813835534
16,20,"[빅데이터MSI]빅데이터MSI 톱5, 종목명·GS·OCI·삼성엔지니어링 상승 마감",2016-12-01 17:47:06,0.0024999999999999,-0.0066238260869564
17,21,"[빅데이터MSI]빅데이터MSI 톱5, 종목명·오뚜기·CJ 상승 마감",2016-12-12 16:48:25,-0.0058754406580493,0.0043112754499283
18,22,[빅데이터MSI]빅데이터MSI 톱5…신세계·종목명·아모레퍼시픽·신한지주·CJ,2016-12-19 09:02:29,-0.0069044879171461,-0.0018851726627878
19,23,"종목명, 화장품 덕에 영업익 사상 최대 눈앞",2016-12-27 17:23:07,-0.0035128805620608,-0.0086574837643637
20,24,"[로봇뉴스]종목명_주가, 거래량, 투심 모두 적정주순",2017-01-02 10:48:10,-0.0466744457409568,-0.0001480053915557
21,25,"[종목플러스] '사드 압박' 종목명, '中心' 잡을 수 있을까?",2017-01-04 07:45:46,0.0179425837320574,0.0008170589703835
22,26,[빅데이터MSI]시장심리 톱5…롯데쇼핑·삼성전자·영진약품·종목명·신한지주,2017-01-09 09:37:41,0.0,-0.0001659678206165
23,27,[빅데이터MSI]시장심리 톱5… 이마트·종목명 상승 마감,2017-01-16 17:25:24,0.0,0.0037304075202002
24,28,[빅데이터MSI]시장심리 톱5…종목명·롯데쇼핑·기아차·KT·한화,2017-01-18 09:13:40,-0.0183276059564719,-0.0006419697784559
25,29,[빅데이터MSI]시장심리지수 톱5…SK·현대상선·종목명 상승 마감,2017-01-19 16:41:05,-0.0011415525114155,-0.0034638973870522
26,30,[빅데이터MSI]시장심리 톱5…삼성전자·종목명 상승 마감,2017-01-25 17:44:03,-0.017162471395881,0.0080554575726783
27,31,[빅데이터MSI]시장심리지수 톱5…대상·이마트·종목명 상승 마감,2017-01-31 16:27:22,-0.0193401592718999,0.0062440021742469
28,32,"[로봇뉴스]종목명_위험대비수익률 1.3, 업종평균대비 성과 좋지 않아",2017-02-03 11:15:10,0.0264105642256902,0.0010380934856033
29,33,[인베스트조선] '바디샵' 매물 출회…아모레퍼시픽·종목명 움직일까,2017-02-17 07:03:02,0.0191846522781775,-0.0006052386094699
30,34,[ET투자뉴스]종목명_업종평균과 비교해서 등락폭 대비 수익률은 낮아,2017-02-24 09:36:03,0.0395209580838322,-0.0064099328392375
31,35,[빅데이터MSI]시장심리 톱5…LG·종목명·KT·LG유플러스·KB금융,2017-03-16 09:20:27,-0.036427732079906,0.0080075377402719
32,36,[빅데이터MSI]시장심리 톱5…LG·LG디스플레이·종목명·오뚜기·LS,2017-03-22 09:17:19,-0.0170940170940171,-0.0046272158858345
33,37,[빅데이터MSI]시장심리 톱5…종목명·대림산업·삼성물산·강원랜드·화신,2017-04-17 09:18:09,0.0446428571428572,0.0050963649461677
34,38,"[ET투자뉴스]종목명_거래비중 기관 20.01%, 외국인 61.3%",2017-04-21 10:55:10,0.035252643948296,0.0073936848170583
