,title,time,label,ChangeK
70,"종목명, 장애인 전용 요금제 개편",2016-06-02 09:01:52,-0.011441647597253968,0.0012054218623696045
71,손길승 종목명 명예회장 기소의견으로 검찰에 송치,2016-06-03 11:41:03,0.0185185185185186,0.0003677282395009307
72,"""종목명, 무료 '골드번호' 쏜다""…신청자 7만5000명 몰려",2016-06-06 12:08:47,0.006818181818181834,0.01298696745032668
73,"종목명, 페이스북·인텔 등과 5G 협력 논의",2016-06-08 11:25:17,-0.011286681715575675,0.0076803144522592515
74,"""현행 법제선 종목명과 CJ헬로비전 합병 규제에 공백""",2016-06-10 14:00:47,-0.02304147465437789,-0.00323097311877818
75,"종목명, 승강전 출신 MVP에게 한 수 지도?",2016-06-13 07:36:05,-0.004716981132075526,-0.019116461345448754
76,"[롤챔스] 종목명 '블랭크' 강선구, MVP전 선발 출전",2016-06-13 19:44:03,0.023696682464454888,-0.003552206497235866
77,"종목명, 'T페이' 출시 3달만에 가입자 50만명 넘어",2016-06-15 15:23:03,0.0,-0.0016227303605628185
78,심사 지연에 악성 루머까지…종목명 '이중고',2016-06-19 15:19:37,-0.0023809523809523725,0.014190626937352846
79,"종목명, 원투씨엠과 한·중 O2O 플랫폼 만든다",2016-06-22 10:06:11,0.0023866348448686736,0.004983106493252842
80,'15만명 고객 정보' 무단사용…종목명 항소심도 유죄(종합),2016-06-23 14:29:47,0.0,-0.0029459269538090194
81,"종목명, 팬택 신작 ‘스카이 IM-100’ 예약판매 시작",2016-06-24 09:29:04,-0.0071428571428571175,-0.0309405862993003
82,"종목명, 스마트홈 생태계 넓힌다",2016-06-27 10:05:07,0.014388489208633004,0.0008362521079774421
83,"中 2대 이통사, 종목명 육성벤처 2곳에 총 18억원 투자",2016-06-29 10:29:04,0.021176470588235352,0.010401717935797583
84,"종목명, 137개 대기업중 '동반성장' 최우수 등급",2016-06-30 09:50:08,-0.00691244239631339,0.007151031051169099
