,title,url,text,time
0,삼성전자 'B2B 엔터프라이즈 솔루션 데이' 개최,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0008393424,"원본보기삼성전자 'B2B 엔터프라이즈 솔루션 데이'     (서울=연합뉴스) 11일 오후 서울 삼성전자 서초사옥에서 '사물인터넷(loT)으로 더 스마트해진 엔터프라이즈 네트워크'를 주제로 열린 'B2B 엔터프라이즈 솔루션 데이'에서 모델이  ‘IoT 무선랜 AP'를 소개하고 있다. [삼성전자 제공]    (서울=연합뉴스) 고상민 기자 = 삼성전자는 11일 서울 서초사옥 다목적홀에서 '사물인터넷(loT)으로 더 스마트해진 엔터프라이즈 네트워크'를 주제로 'B2B 엔터프라이즈 솔루션 데이'를 개최했다고 밝혔다.    삼성전자는 와이파이, 지그비(ZigBee), 저전력 블루투스 등을 탑재한 'IoT 무선랜 AP(Access Point)'를 중소 업체들과 협업해 쇼핑몰 위치 기반 광고, 대학 강의 출결 관리, 병원 건물 조명 제어 등에 활용하는 사례를 소개했다.     무선랜 AP인 '802.11ac Wave 2 AP'와 IP 교환기(IP-PBX) 'SCM 콤팩트' 등 다양한 신제품도 공개했다.     '802.11ac Wave 2 AP'는 여러 대의 고사양 단말이 접속하거나 대용량 데이터 전송이 빈번한 환경에서도 탁월한 통신 속도를 제공한다. 최신 안테나 기술이 적용됐으며, 무선랜 보안(WIPS) 모듈이 탑재된 모델(WEA504i)과 일반형 제품(WEA514i) 2가지 모델로 출시된다.    500인 이하 중소 규모 사업장을 위한 IP 교환기(IP-PBX) 'SCM 콤팩트'는 녹취, 음성 사서함, 무인자동교환 등의 서비스 탑재는 물론 보안도 강화한 제품이다.  원본보기삼성전자 B2B 엔터프라이즈 솔루션 데이     (서울=연합뉴스) 11일 오후 서울 삼성전자 서초사옥에서 열린  'B2B 엔터프라이즈 솔루션 데이'에서 네트워크사업부 진재형 상무가 개회사를 하고 있다.  [삼성전자 제공]    삼성전자는 지난 한 해 동안 기업용 네트워크 제품과 솔루션을 신한생명, 현대해상, 신라 스테이, 서울 신학대학교, 동국대학교 일산병원, 한국 수자원공사, 호수공원에 공급하는 등 지속적으로 시장을 확대하고 있다고 설명했다.    진재형 삼성전자 네트워크사업부 상무는 ""무선랜 AP는 기업 시장에서 IoT의 허브 역할을 할 것""이라며 ""여러 업체와의 협업을 통해 IoT 기술이 접목된 네트워크 솔루션을 기업 시장에 확산하겠다""고 말했다.    'B2B 엔터프라이즈 솔루션 데이'는 13일 광주, 18일 대전, 19일 대구, 24일 부산에서도 개최될 예정이다.    gorious@yna.co.kr▶ [핫클릭] 박태환, 리우 올림픽 수영 국가대표서 제외▶ [핫클릭] ""생리하는 날이면 학교 못가는 우간다 소녀들 도와요""▶ [영상] 친부 살해 남매 ""우리 얼굴 공개하겠다""…경찰 당혹<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-05-11 14:00:04
1,삼성전자 프린팅 문서 보안 서비스 확대,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0008395720,"원본보기유비쿼텍의 지능형 보안 인쇄 관리 소프트웨어 도입    (서울=연합뉴스) 김연숙 기자 = 삼성전자는 글로벌 독립 소프트웨어 개발사 '유비쿼텍'과 파트너십을 강화하고 프린팅 문서 보안 서비스를 확대한다고 12일 밝혔다.     삼성전자는 유비쿼텍의 지능형 보안 인쇄 관리 소프트웨어(Intelligent Secure Print Management Software)를 복합기와 안드로이드 체제 기반의 프린터 제품에 도입했다.     유비쿼텍의 지능형 보안 인쇄 관리 소프트웨어는 인쇄자의 개인 정보를 식별하고 본인 인증을 완료한 사용자에게만 인쇄 문서를 전달해 기업의 기밀 정보 유출을 방지한다.     또 삼성전자의 스마트UX 센터를 통해 프린팅 기기에서 진행되는 모든 인쇄 작업 현황을 추적·관리할 수 있다.     기존의 윈도뿐만 아니라 IBM 파워와 시스템 Z를 메인 서버로 쓰는 환경에서도 삼성전자의 프린팅 문서 보안 서비스를 안정적으로 사용할 수 있다.     삼성전자 프린팅솔루션 사업부 전략마케팅팀 팀장 송성원 전무는 ""정보유출 사례가 급증하는 요즘 프린팅 제품은 단순한 인쇄 기기가 아니라 기업의 기밀정보를 보호하는 보안 솔루션 역할을 해야 한다""며 ""앞으로도 고보안·고성능 프린팅 제품을 지속해서 선보이겠다""고 말했다.    nomad@yna.co.kr▶ [핫클릭] 도둑 때려 식물인간 만든 집주인 정당방위 아냐…유죄 확정▶ [핫클릭] 고교생이 '마야도시 유적' 발견…고고학계는 일축▶ [현장영상] 외국인이 말하는 '한국'하면 생각나는 것<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-05-12 11:00:00
2,'세탁기 파손혐의' 조성진 LG전자 사장 2심도 징역형 구형(종합),https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0008399250,"원본보기조성진 LG전자 사장1심선 무죄…檢 ""경쟁사 브랜드 가치 손상"" vs 조 사장 ""상식 어긋나는 주장""    (서울=연합뉴스) 임미나 기자 = 외국 가전매장에서 경쟁사 제품을 파손한 혐의로 기소돼 1심에서 무죄를 선고받은 조성진(60) LG전자 홈어플라이언스(HA) 사업본부장(사장)에게 검찰이 다시 징역형을 구형했다.    서울고법 형사8부(이광만 부장판사) 심리로 13일 열린 항소심 결심공판에서 검찰은 조 사장에게 1심의 구형량과 같은 징역 10개월을 구형했다.    검찰은 ""피고인은 전 세계가 주목하는 해외 가전박람회에서 경쟁사의 신제품을 파손하고 품질에 심각한 문제가 있는 것처럼 표현해 국제적인 브랜드 가치를 손상시키고 소비자들에게 잘못된 정보를 제공했다""며 유죄 판결이 필요하다고 주장했다.    함께 기소된 세탁기연구소장 조모(51) 상무과 홍보담당 전모(56) 전무에게도 1심과 마찬가지로 각각 벌금 300만원, 벌금 500만원을 구형했다.    조 사장의 변호인은 ""사장이 직접 경쟁사 매장에 가서 많은 사람들이 지켜보는 가운데 제품을 고의로 파손했다는 것은 분명히 상식에 반하는 것""이라며 ""피고인이 세탁기 도어를 눌러본 뒤 제품 형상에 달라진 것도 없다""고 검찰 주장을 반박했다.    조 사장은 최후진술로 ""앞으로 행동거지를 조심하겠다""며 ""이번 일을 계기로 회사 대표이자 성실하게 쌓아온 기술자 역량으로 좋은 제품을 만들고 개발해 경제와 기업발전에 기여하도록 혼신의 노력을 다하겠다""고 말했다.    조 사장 등은 2014년 9월 3일 독일 베를린 가전매장 2곳에서 삼성전자 크리스털블루 세탁기 2대와 건조기 1대의 문을 아래로 여러 차례 눌러 도어 연결부(힌지)를 고의로 부순 혐의(재물손괴) 등으로 작년 2월 불구속 기소됐다.    검찰은 사건 발생 이후 LG전자가 해명 보도자료를 내면서 삼성 세탁기가 유독 힌지 부분이 취약하다고 표현하는 등 허위사실을 유포했다고 보고 조 사장과 전 전무에게 업무방해와 명예훼손 혐의도 적용했다.     그러나 1심은 사건 당시 상황이 담긴 매장 폐쇄회로(CC)TV 영상과 매장 직원들의 진술을 종합해볼 때 조 사장이 세탁기를 파손한 사실이 증명되지 않았다며 재물손괴 혐의에 무죄를 선고했다.    또 LG전자의 보도자료 내용이 사실 적시가 아닌 의견 표명이라고 보고 업무방해 혐의도 무죄로 판단했다. 삼성과 LG의 합의로 삼성 측이 고소를 취소하고 처벌불원서를 제출했으므로 명예훼손 혐의는 공소를 기각했다.    삼성과 LG는 지난해 3월 말 세탁기 사건을 비롯해 그동안 양측이 벌인 법적 분쟁을 모두 끝내기로 합의한 바 있다.    항소심 판결은 다음 달 10일 오전 10시에 선고된다.    mina@yna.co.kr▶ [핫클릭] ""아빠를 신고해야만 했던 10대 남매를 도와주세요""▶ [핫클릭] 항공사 지점장 술 취해 경찰관 폭행…경찰은 ""쉬쉬""▶ [영상] 군인도 탈모샴푸? 이것 지키지 않으면 무용지물<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-05-13 14:07:39
3,삼성 커브드 모니터 사용기…세계최대 곡률로 시각적 편안함 선사,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=105&oid=029&aid=0002343708,"고급 TV 같은 풀스크린 디자인 눈길삼성전자 2016년형 커브드 모니터(CF591). 삼성전자 제공 [디지털타임스 박정일 기자] 삼성전자가 지난달 출시한 2016년형 커브드 모니터(CF591·27인치)는 세계 최대 곡률(1800R)로 시각적 편안함을 강조한 제품이다. 약 2주 동안 이 제품을 사용해 본 결과, 고가의 커브드TV를 책상 위에 놓은 듯한 디자인과 화질은 물론 원터치 OSD(On Screen Display) 버튼의 직관적인 기능까지 한 마디로 '편안하게 만드는' 제품으로 평할 수 있었다.이 제품의 가장 큰 특징은 역시 곡률이다. 반지름을 뜻하는 R로 표기하는 모니터의 곡률은 수치가 낮을수록 더 휘어졌다는 것을 의미하는데, 이 제품은 1800R로 지난해 모델(3000R)보다 더 휘어졌다. 스크린이 안구의 곡률과 비슷할수록 시각적 편안함을 느낀다는 것이 삼성전자 측의 설명이다.이 제품에는 또 눈에 해로운 청색광을 줄여주는 아이세이버 모드, 화면의 미세한 깜빡거림을 줄여주는 플리커 프리 모두 등을 적용해 장시간 사용에도 눈의 피로가 덜하다. 실제로 이 모니터를 컴퓨터뿐 아니라 TV 셋톱박스와 연결해 겸용으로 사용했는데, 앉아있을 때는 물론이고 누워서 봐도 화면의 곡률이 전혀 시청에 지장을 주지 않고 편하게 시청할 수 있었다.비결은 광시야각에 있었다. 178도의 광시야각은 사용 공간이 넓든 좁든 어디에서 보아도 또렷한 화면을 유지하고, 119% 달하는 색 재현력은 UHD(초고화질) 급 동영상을 보다 생동감 있게 제공했다.모니터 하단 양쪽에 들어간 빌트인 스테레오 스피커는 볼륨을 키워도 소리의 깨짐 없이 무난했다. 대신 웅장한 소리를 원한다면 별도로 스피커를 구매할 것을 권한다. 화면 뒤에 있는 OSD 버튼은 단 한 번의 작동으로 현재 쓰는 디바이스를 바로 검색해 화면으로 보여주고, 화질 조정도 한두 번의 클릭으로 해결할 수 있었다.이 제품이 가진 또 하나의 장점은 디자인이다. 모니터의 곡면을 돋보이게 하는 독특한 원형 스탠드 디자인으로 안정적이면서 날씬한 분위기를 연출했고, 화면과 베젤 간 경계가 없는 풀 스크린 형태의 '바운드리스 디자인'은 시원했다.무엇보다 고가인 커브드TV를 아직 경험해보지 않은 사용자에게 무척 매력적인 제품이다. 출고가격이 CF591(27인치) 41만원, CF390(27인치·24인치) 29만원, 23만원으로 1~2인 가구에서 TV 대신 거실에 설치해도 무난하다.한편 지난달 세계 판매 100만대를 돌파한 삼성전자 커브드 모니터는 지난해 4분기 세계 커브드 모니터 시장에서 85.2%(IDC 집계)의 점유율로 세계 1위를 차지했다. 박정일기자 comja77@dt.co.kr[네이버 뉴스스탠드에서 디지털타임스 구독 하세요]< Copyrights ⓒ 디지털타임스 & dt.co.kr, 무단 전재 및 재배포 금지 >박정일 comja77@",2016-05-15 18:21:09
4,‘프리미엄의 힘’ 삼성-LG TV시장 장악력 더 강해졌다,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003545127,"- 삼성 21%→21.4%, LG 14.1%→14.2% 올라- SUHD·OLED TV 등 프리미엄 제품 선전이 주효[이데일리 장종원 기자] 삼성전자(005930)와 LG전자(066570)가 올해 1분기 TV시장 점유율이 나란히 올랐다. 전세계 TV시장 침체와 치열한 경쟁 속에서도 영향력을 더 확대한 것이다. 시장을 선도하는 프리미엄 제품의 선전이 주효했다는 평가다. 17일 전자공시시스템에 공개된 1분기 보고서에 따르면 삼성전자는 전세계 TV 시장에서 21.4%의 점유율을 기록했다. 전년 21%에서 0.4%포인트 증가한 것이다. LG전자도 TV시장 점유율이 14.1%에서 14.2%로 0.1%포인트 올랐다. 지난 2014년 점유율인 15%에는 미치지 못했다. 전세계 TV시장은 수요 정체가 계속되고 있다. 올해 올림픽이 있는 해이지만 TV 수요는 전년보다 2.2% 하락한 2억 2126만대로 전망된다. 가장 규모가 큰 LCD TV의 경우 1.9% 하락한 2억 2000만대로 예측된다. 삼성, LG전자 전세계 TV시장 점유율. 삼성전자 LG전자 분기보고서.다만 프리미엄 제품에 속하는 UHD TV는 5500만대로 전년대비 73% 성장할 것이라는 전망. 각각 SUHD TV와 OLED TV로 프리미엄 시장을 공략하고 있는 삼성전자와 LG전자가 점유율을 확대할 수 있었던 요인이다. 업계 관계자는 “중국계 세트업체의 공격적 시장 확대 전략에도 불구하고 삼성, LG가 선전할 수 있었던 것은 프리미엄 시장에 집중한 결과”라면서 “중국 업체들이 프리미엄급까지 도전하기에는 기술력의 차이가 있다”고 말했다. 삼성전자는 올해 퀀텀닷, HDR1000 기술로 화질을 높인 SUHD TV 신모델을 내놓고 시장 공략을 강화하고 있다. 삼성전자는 관계자는 “SUHD TV와 Curved TV 확대를 통해 차별적 화질 경쟁력과 디자인 차별화를 확고히 해 어려운 경제 여건 속에서도 TV 시장의 리더쉽을 지속 유지할 계획”이라고 설명했다.LG전자는 차세대 디스플레이를 탑재한 OLED TV를 내세워 경쟁 우위 마케팅을 지속할 계획이다. LG전자 관계자는 “경쟁사 대비 UHD 신모델을 미리 출시해 하이엔드 시장의 지배력을 강화시키고 슈퍼울트라HD 판매 확대로 프리미엄 시장의 입지를 확대하겠다”고 강조했다. 장종원 (liberjjw@edaily.co.kr)[핫 클릭]  한강 '채식주의자' 韓 최초 맨부커 인터내셔널상 수상[핫 클릭]  '위기의 애플' 1조원 투자한 버핏‥그는 무엇을 보았나[핫 포토] `女神들의 귀환` 신이 내린 몸매와 눈부신 미소.. 시선 올킬!!!＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞",2016-05-17 14:58:03
5,"삼성전자, 미래형 거울 '미러 디스플레이' 첫선",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0008409683,"원본보기    (서울=연합뉴스) 김연숙 기자 = 삼성전자가 '미러 디스플레이' 제품을 선보였다.     디스플레이 제품이지만 거울 형태로, 헤어숍과 의류매장 등에서 다양한 가상의 스타일을 맞춰볼 수 있는 기능까지 갖춘 '미래형 거울'이다.     삼성전자는 롯데백화점 서울 잠실점 웰빙센터에 있는 이가자 헤어비스에 미러 디스플레이를 처음으로 설치했다고 18일 밝혔다.     55인치형 거울 형태로 제작된 미러 디스플레이는 거울 기능 외 다양한 멀티미디어 서비스가 가능하다. 고객들은 거울을 보면서 미용과 헤어 관리에 관한 최신 트렌드 정보를 얻고 맞춤형 헤어 컨설팅도 받을 수 있다.     이가자 헤어비스 이우찬 전무는 ""미러 디스플레이 제품을 통해 보다 간편하게 고객 맞춤형 프리미엄 컨설팅 서비스를 제공할 수 있게 됐다""며 ""국내뿐만 아니라 전세계 매장으로 확대하는 방안을 적극적으로 검토하겠다""고 말했다.     삼성전자는 이번 미러 디스플레이 제품을 올해 3분기부터 본격적으로 출시할 계획이다.     삼성전자 영상디스플레이사업부 김석기 전무는 ""미래형 매장·쇼핑 환경에 적합한 신제품을 선보여 미래 라이프 스타일의 변화를 이끌겠다""고 말했다.         nomad@yna.co.kr▶ [핫클릭] ""날 왜 정신병원에""…지적장애 딸, 모친살해▶ [핫클릭] 어느 독일인의 유언 ""나 죽으면 광주에 묻어주오""▶[현장영상] 조영남 ""100% 내 창의력…사기라면 벌받겠지""<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-05-18 11:22:23
6,"삼성전자, 중국 선전서 '모바일 솔루션 포럼' 개최",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0007237944,"원본보기【서울=뉴시스】김지은 기자 = 삼성전자가 19일 중국 선전(深圳)에서 '삼성 모바일 솔루션 포럼(Samsung Mobile Solutions Forum) 2016'을 개최하고 모바일 업계 전문가들과 최신 기술 트렌드 및 향후 발전방향을 공유했다. 삼성 모바일 솔루션 포럼은 모바일 부품 분야 국제 포럼으로 올해 13회를 맞았다. 대만에서 시작했으나 지난해부터 급성장한 중국 모바일 산업의 중심지 선전으로 장소를 옮겼다. 삼성디스플레이, 삼성SDI, 삼성전기 등 부품 관계사가 참여한다.  이번 포럼에는 중국 통신사와 스마트폰, 카메라 모듈, 칩셋 제조사 등 중국 IT·모바일 시장의 주요 관계자 500여 명이 참여해 사상 최대 규모로 치러졌다. 중국 외 대만, 인도 업체들도 참여했다. 이날 삼성전자는 10나노급 LPDDR4 모바일 D램과 UFS(초고속 유니버설 플래시스토리지) 내장 메모리, 듀얼픽셀 기반의 이미지센서 등 프리미엄 모바일 기기의 성능을 극대화 할 수 있는 다양한 제품군을 선보였다. 또 삼성디스플레이의 차별화된 모바일 기기용 AMOLED(능동형 유기 발광 다이오드) 솔루션, 삼성SDI의 모바일용 리튬이온 배터리 등 다양한 배터리 라인업, 삼성전기의 무선충전 기술 및 WiFi(와이파이) 모듈 등 부품 관계사들도 다양한 모바일 솔루션을 선보이며 참석자들의 관심을 끌었다.  삼성전자는 부품관계사간 종합 솔루션 서비스의 지속적인 강화를 통해 반도체, 디스플레이, 전기, 배터리 등을 아우르는 모바일 부품 솔루션 경쟁력을 더욱 강화하고 모바일 헬스케어, 모바일 결제, VR(가상현실)∙AR(증강현실) 등 여러 분야의 미래산업을 위한 최적의 솔루션을 제공한다는 전략이다. 최철 삼성전자 중국총괄(DS) 부사장은 ""끊임없이 변화하는 모바일 시장 환경에서 창조와 혁신은 지속적 성장과 발전의 원동력""이라며 ""삼성은 기술혁신으로 차별화된 제품과 서비스를 공급해 모바일 시장의 도약과 성장을 이끌 것""이라고 말했다. whynot82@newsis.com★ 세상에 이런일이 -  사물함에 태아 버린 여고생…아기 숨져 ★ 오늘의 핫 포토 -  가릴 곳만 절묘하게…아찔 드레스 ★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2016-05-19 15:01:39
7,"삼성전자, 직원 스트레스 풀어줄 심리전문가 뽑는다",https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0008414951,"원본보기 [연합뉴스자료사진]    (서울=연합뉴스) 옥철 기자 = 대대적인 컬처 혁신에 나선 삼성전자가 임직원들의 '마음 건강'을 책임질 심리상담 전문가를 뽑는다.    삼성전자는 수원디지털시티의 라이프코칭(Life Coaching) 센터에서 근무할 경력사원(상담전문가)을 채용하기로 하고 최근 공고를 냈다고 20일 밝혔다.    삼성전자는 채용공고에서 ""전문가의 비전과 열정으로 임직원의 행복한 삶을 도와줄 따뜻한 마음을 가진 분을 찾는다""고 밝혔다.    상담전문가는 심리교육 프로그램을 운영하고 임직원의 스트레스 관리와 회복 탄력성 프로그램 등을 맡게 된다.    상담심리사 1급, 전문상담사 1급, 임상심리전문가 가운데 한 가지 자격증을 보유해야 지원할 수 있다.    삼성전자는 현재 서울 R&D 캠퍼스와 수원 디지털시티, 기흥, 구미, 광주 등 전국 주요 사업장에 라이프코칭센터를 운영 중이다.    직장생활뿐만 아니라 개인생활 전반에 대한 상담을 해주고 인성·적성검사도 실시한다.    삼성디스플레이도 기흥·아산사업장 등에 열린상담센터와 마음건강클리닉을 운영하는 등 임직원의 정신건강 챙기기는 삼성그룹 다른 계열사로도 확산하고 있다.     삼성전자 관계자는 ""임직원들의 삶과 마음의 건강을 심리 상담과 코칭을 통해 챙기겠다는 차원에서 전문가들로 구성된 라이프코칭센터를 운영하고 있다""고 설명했다.    oakchul@yna.co.kr▶ [핫클릭] 밀매직전 구출된 비단원숭이…""1주일새 몸무게 10g 늘었어요""▶ [핫클릭] 北인권단체 대표 ""북 주민들 김정은을 '정은이'라고 불러""▶ [현장영상] 뛰는 놈 위에 나는 놈…부축빼기범 턴 절도범<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-05-20 06:45:00
8,2016 리그 오브 레전드 대학생 배틀 5월 대전 경승전 삼성 노트북 5,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0007243876,"원본보기【서울=뉴시스】권현구 기자 = 삼성전자는 21일부터 25일까지 열리는 ‘삼성 노트북-인텔 인사이드® 2016리그 오브 레전드(LoL) 대학생 배틀 5월 대전’ 결승전에서 ‘삼성 노트북 5’가 경기용 노트북으로 사용된다고 23일 밝혔다. 2016.05.23. (사진=삼성전자 제공) photo@newsis.com★ 세상에 이런일이 -  BJ 알바고용해 음란방송…8개월간 1억원 꿀꺽 ★ 오늘의 핫 포토 -  끈으로 아슬아슬…화끈한 뒤태 노출 드레스 [사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com, 02-721-7470)로 보내주시면 적극 반영하겠습니다.<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2016-05-23 11:00:29
9,삼성TV 10대 중 7대는 중국·대만기업 패널 사용,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=105&oid=032&aid=0002701368,"세계 TV 시장 1위를 점유 중인 삼성전자의 TV 10대 중 7대는 중국·대만기업의 패널을 쓰고 있는 것으로 나타났다.시장조사기관 IHS는 올 3월 삼성전자 TV에 납품한 삼성디스플레이의 패널 갯수가 88만5000장으로 25.1%의 점유율을 기록했다고 24일 밝혔다.삼성디스플레이에 이어 대만 패널업체 이노룩스가 85만장을 삼성전자에 공급해 24.1%의 점유율을 나타냈다. 이어 중국 차이나스타(16.9%), 중국 BOE(15.9%), 대만 AU옵트로닉스(11.5%), 일본 샤프(6.5%) 등의 순이었다.중국·대만 기업 패널 점유율을 종합하면 68.4%에 달한다. 3월 기준으로만 놓고보면 삼성 TV의 10대 중 7대가 중국·대만 기업의 패널을 사용한 셈이다.통상 TV의 패널 점유율은 분기나 월별로 차이가 발생한다. 그럼에도 업계에서는 삼성 TV의 중국·대만 패널 점유율이 지나치게 높다는 지적을 내놓고 있다. 통상 중국·대만 패널을 사용한 중소기업의 TV나 중국산 TV의 경우 가격이 삼성 제품에 비해 20~30% 이상 저렴하다.현재 온라인을 통해 판매 중인 삼성 TV들은 사용된 패널이 무슨 기업 제품인지 명시하지 않고 있다. 업계에서는 SHUD TV 등 프리미엄 제품군에 주로 삼성디스플레이 패널이 쓰이는 것으로 추정하고 있다.한 업계 관계자는 “소비자들 상당수는 삼성 TV가 삼성디스플레이 패널을 사용하는 것으로 알고 있다”며 “패널에 대해 보다 정확한 정보를 제공할 필요가 있다”고 밝혔다. LG전자 TV의 경우 3월 기준 LG디스플레이의 패널 공급 점유율이 70.9%로 집계됐다.삼성전자 관계자는 “TV 품질에는 패널 외에도 제어하는 각종 부품과 기술력 등이 영향을 미친다”고 밝혔다.<송진식 기자 truejs@kyunghyang.com>▶ 뉴스랑 놀자! 향이네 페이스북 바로가기▶ 경향비즈 SNS [페이스북]▶ [경향비즈 바로가기] [인기 무료만화 보기][©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지]",2016-05-24 12:43:03
