"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 04월 13일","84,000","83,000","84,500","82,800","15.01M","0.96%"
"2021년 04월 12일","83,200","84,000","84,100","83,100","16.47K","-0.48%"
"2021년 04월 11일","83,600","83,600","83,600","83,600","-","0.00%"
"2021년 04월 09일","83,600","84,700","84,900","83,400","17.79M","-1.30%"
"2021년 04월 08일","84,700","85,700","85,700","84,100","19.17M","-1.05%"
"2021년 04월 07일","85,600","86,100","86,200","85,400","5.60K","-0.47%"
"2021년 04월 06일","86,000","86,100","86,200","85,100","10.26K","0.70%"
"2021년 04월 05일","85,400","85,800","86,000","84,800","0.84K","0.71%"
"2021년 04월 04일","84,800","84,800","84,800","84,800","-","0.00%"
"2021년 04월 02일","84,800","84,000","85,200","83,900","22.89M","2.29%"
"2021년 04월 01일","82,900","82,400","83,000","82,000","0.93K","1.84%"
"2021년 03월 31일","81,400","82,100","82,100","81,400","0.54K","-0.97%"
"2021년 03월 30일","82,200","81,600","82,300","81,300","13.05M","0.74%"
"2021년 03월 29일","81,600","81,700","81,700","81,000","9.87K","0.12%"
"2021년 03월 28일","81,500","81,500","81,500","81,500","-","0.00%"
"2021년 03월 26일","81,500","81,400","81,600","81,000","12.73M","0.37%"
"2021년 03월 25일","81,200","80,900","82,100","80,800","0.45K","0.25%"
"2021년 03월 24일","81,000","81,100","81,600","80,700","14.93K","-0.98%"
"2021년 03월 23일","81,800","82,500","82,800","81,800","5.98K","-0.24%"
"2021년 03월 22일","82,000","82,000","82,300","81,700","12.55M","0.12%"
"2021년 03월 21일","81,900","81,900","81,900","81,900","-","0.00%"
"2021년 03월 19일","81,900","82,100","82,500","81,800","15.69M","-1.21%"
"2021년 03월 18일","82,900","82,800","83,800","82,600","2.15K","0.73%"
"2021년 03월 17일","82,300","82,800","82,800","82,100","32.00K","-0.60%"
"2021년 03월 16일","82,800","82,300","83,000","82,100","3.55K","1.22%"
"2021년 03월 15일","81,800","82,800","82,900","81,800","0.40K","-1.21%"
"2021년 03월 14일","82,800","82,800","82,800","82,800","-","0.00%"
"2021년 03월 12일","82,800","83,100","83,500","82,400","13.41M","0.98%"
"2021년 03월 11일","82,000","81,000","82,500","81,000","0.96K","1.36%"
"2021년 03월 10일","80,900","82,400","82,500","80,700","8.86K","-0.61%"
"2021년 03월 09일","81,400","81,500","81,900","80,600","1.24K","-0.73%"
"2021년 03월 08일","82,000","83,000","83,000","81,600","6.72K","-0.12%"
"2021년 03월 07일","82,100","82,100","82,100","82,100","-","0.00%"
"2021년 03월 05일","82,100","81,100","82,600","81,100","20.35M","-0.36%"
"2021년 03월 04일","82,400","82,700","83,100","82,200","8.75K","-1.90%"
"2021년 03월 03일","84,000","83,400","84,000","82,800","3.80K","0.48%"
"2021년 03월 02일","83,600","85,000","85,300","83,000","7.76K","1.33%"
"2021년 03월 01일","82,500","82,500","82,500","82,500","-","0.00%"
"2021년 02월 26일","82,500","82,800","83,400","82,000","36.72M","-3.28%"
"2021년 02월 25일","85,300","84,000","85,400","83,000","6.35K","4.02%"
"2021년 02월 24일","82,000","81,900","83,600","81,400","0.98K","0.00%"
"2021년 02월 23일","82,000","81,300","82,900","81,100","7.03K","-0.24%"
"2021년 02월 22일","82,200","83,800","84,200","82,200","17.48K","-0.48%"
"2021년 02월 21일","82,600","82,600","82,600","82,600","-","0.00%"
"2021년 02월 19일","82,600","82,300","82,800","81,000","25.47M","0.61%"
"2021년 02월 18일","82,100","83,200","83,600","82,100","24.28K","-1.32%"
"2021년 02월 17일","83,200","83,900","84,200","83,000","16.79K","-2.00%"
"2021년 02월 16일","84,900","84,500","86,000","84,200","24.26K","0.83%"
"2021년 02월 15일","84,200","83,700","84,500","83,400","0.80K","3.19%"
"2021년 02월 14일","81,600","81,600","81,600","81,600","-","0.00%"
"2021년 02월 10일","81,600","82,600","82,600","81,600","22.58M","-1.33%"
"2021년 02월 09일","82,700","84,000","84,800","82,700","5.17K","-0.36%"
"2021년 02월 08일","83,000","83,800","84,200","83,000","2.14K","-0.60%"
"2021년 02월 07일","83,500","83,500","83,500","83,500","-","0.00%"
"2021년 02월 05일","83,500","83,100","84,000","82,500","17.14M","1.21%"
"2021년 02월 04일","82,500","83,500","83,800","82,100","2.51K","-2.48%"
"2021년 02월 03일","84,600","84,800","85,400","83,400","8.89K","0.24%"
"2021년 02월 02일","84,400","84,100","86,300","83,700","0.51K","1.69%"
"2021년 02월 01일","83,000","81,800","83,400","81,000","1.45K","1.22%"
"2021년 01월 31일","82,000","82,000","82,000","82,000","-","0.00%"
"2021년 01월 29일","82,000","84,500","85,000","82,000","36.70M","-2.03%"
"2021년 01월 28일","83,700","83,400","85,600","83,300","2.27K","-2.22%"
"2021년 01월 27일","85,600","86,700","87,700","85,600","25.96K","-1.27%"
"2021년 01월 26일","86,700","88,800","89,200","86,500","6.49K","-3.02%"
"2021년 01월 25일","89,400","87,100","89,900","86,400","25.11K","3.00%"
"2021년 01월 24일","86,800","86,800","86,800","86,800","-","0.00%"
"2021년 01월 22일","86,800","89,000","89,700","86,800","30.43M","-1.48%"
"2021년 01월 21일","88,100","87,500","88,600","86,500","5.95K","1.03%"
"2021년 01월 20일","87,200","88,900","88,900","86,500","3.38K","0.23%"
"2021년 01월 19일","87,000","84,600","88,000","83,600","7.56K","2.35%"
"2021년 01월 18일","85,000","86,700","87,300","84,200","19.68K","-3.41%"
"2021년 01월 17일","88,000","88,000","88,000","88,000","-","0.00%"
"2021년 01월 15일","88,000","89,800","91,800","88,000","33.12M","-1.90%"
"2021년 01월 14일","89,700","88,800","90,000","88,700","8.26K","0.00%"
"2021년 01월 13일","89,700","89,900","91,100","89,200","35.22K","-0.99%"
"2021년 01월 12일","90,600","90,500","91,300","87,900","29.49K","-0.44%"
"2021년 01월 11일","91,000","90,100","96,700","90,000","41.26K","2.48%"
"2021년 01월 10일","88,800","88,800","88,800","88,800","-","0.00%"
"2021년 01월 08일","88,800","83,300","90,000","83,000","57.52M","7.12%"
"2021년 01월 07일","82,900","82,800","84,200","82,700","32.47M","0.85%"
"2021년 01월 06일","82,200","83,400","84,400","82,100","13.53K","-2.03%"
"2021년 01월 05일","83,900","81,700","83,900","81,700","8.14K","1.08%"
"2021년 01월 04일","83,000","81,000","84,300","80,300","24.25K","2.47%"
"2020년 12월 30일","81,000","77,400","81,300","77,300","29.12M","3.45%"
"2020년 12월 29일","78,300","78,800","78,900","77,300","12.86K","-0.51%"
"2020년 12월 28일","78,700","79,000","80,100","78,300","31.84K","1.16%"
"2020년 12월 27일","77,800","77,800","77,800","77,800","-","0.00%"
"2020년 12월 24일","77,800","74,100","78,800","74,000","32.32M","5.28%"
"2020년 12월 23일","73,900","72,300","74,000","72,300","6.05K","2.21%"
"2020년 12월 22일","72,300","72,500","73,200","72,200","0.89K","-0.96%"
"2020년 12월 21일","73,000","73,100","73,400","72,000","1.65K","0.00%"
"2020년 12월 20일","73,000","73,000","73,000","73,000","-","0.00%"
"2020년 12월 18일","73,000","73,300","73,700","73,000","17.38M","-0.41%"
"2020년 12월 17일","73,300","73,500","73,700","72,600","1.69K","-0.68%"
"2020년 12월 16일","73,800","74,200","74,500","73,400","0.66K","0.00%"
"2020년 12월 15일","73,800","73,800","74,100","73,300","20.48M","0.00%"
"2020년 12월 14일","73,800","73,600","74,500","73,200","6.44K","0.54%"
"2020년 12월 13일","73,400","73,400","73,400","73,400","-","0.00%"
"2020년 12월 11일","73,400","73,500","73,800","73,100","18.42M","0.69%"
"2020년 12월 10일","72,900","72,800","73,800","72,500","0.99K","-1.35%"
"2020년 12월 09일","73,900","72,100","73,900","72,100","5.79K","3.07%"
"2020년 12월 08일","71,700","72,300","72,900","71,600","4.53K","-1.65%"
"2020년 12월 07일","72,900","72,400","73,500","72,000","6.47K","1.96%"
"2020년 12월 06일","71,500","71,500","71,500","71,500","-","0.00%"
"2020년 12월 04일","71,500","70,400","72,100","70,100","27.84M","2.58%"
"2020년 12월 03일","69,700","69,500","70,500","69,300","0.22K","0.29%"
"2020년 12월 02일","69,500","68,400","69,900","68,300","27.83M","2.51%"
"2020년 12월 01일","67,800","67,200","68,300","67,100","0.26K","1.65%"
"2020년 11월 30일","66,700","68,400","68,600","66,700","39.86M","-2.20%"
"2020년 11월 29일","68,200","68,200","68,200","68,200","-","0.00%"
"2020년 11월 27일","68,200","68,000","68,400","67,600","13.93M","0.29%"
"2020년 11월 26일","68,000","66,300","68,000","66,100","2.15K","2.10%"
"2020년 11월 25일","66,600","67,800","68,300","66,500","6.03K","-1.62%"
"2020년 11월 24일","67,700","67,800","69,400","67,000","2.23K","0.30%"
"2020년 11월 23일","67,500","64,800","67,800","64,800","1.02K","4.33%"
"2020년 11월 22일","64,700","64,700","64,700","64,700","-","0.00%"
"2020년 11월 20일","64,700","63,900","65,200","63,900","14.84M","0.15%"
"2020년 11월 19일","64,600","64,200","64,800","63,900","2.15K","-0.31%"
"2020년 11월 18일","64,800","65,700","66,100","64,700","3.61K","-1.37%"
"2020년 11월 17일","65,700","66,900","66,900","65,700","18.63K","-0.90%"
"2020년 11월 16일","66,300","63,900","66,600","63,900","8.20K","4.91%"
"2020년 11월 15일","63,200","63,200","63,200","63,200","-","0.00%"
"2020년 11월 13일","63,200","61,300","63,200","61,000","31.31M","3.61%"
"2020년 11월 12일","61,000","60,900","61,400","60,700","0.55K","-0.49%"
"2020년 11월 11일","61,300","60,700","61,400","60,400","6.56K","1.83%"
"2020년 11월 10일","60,200","60,500","60,500","59,500","7.03K","0.00%"
"2020년 11월 09일","60,200","60,700","60,900","60,100","1.62K","0.17%"
"2020년 11월 08일","60,100","60,100","60,100","60,100","-","0.00%"
"2020년 11월 06일","60,100","60,700","60,800","59,600","16.82M","-0.33%"
"2020년 11월 05일","60,300","59,000","60,300","58,800","1.00K","3.08%"
"2020년 11월 04일","58,500","59,000","59,000","57,900","2.49K","-0.51%"
"2020년 11월 03일","58,800","57,800","58,900","57,700","0.14K","2.44%"
"2020년 11월 02일","57,400","56,400","57,500","56,000","1.58K","1.41%"
"2020년 11월 01일","56,600","56,600","56,600","56,600","-","0.00%"
"2020년 10월 30일","56,600","58,000","58,000","56,600","26.28M","-2.58%"
"2020년 10월 29일","58,100","58,200","58,500","57,500","16.16K","-1.53%"
"2020년 10월 28일","59,000","59,400","59,400","58,800","0.66K","-1.34%"
"2020년 10월 27일","59,800","60,200","60,200","59,500","0.79K","-0.99%"
"2020년 10월 26일","60,400","60,300","61,100","60,100","2.21K","0.33%"
"2020년 10월 25일","60,200","60,200","60,200","60,200","-","0.00%"
"2020년 10월 23일","60,200","60,400","60,400","59,800","8.43M","0.17%"
"2020년 10월 22일","60,100","60,400","60,500","59,800","0.39K","-1.31%"
"2020년 10월 21일","60,900","61,100","61,500","60,600","1.04K","0.00%"
"2020년 10월 20일","60,900","60,200","60,900","60,100","0.33K","1.50%"
"2020년 10월 19일","60,000","59,700","60,200","59,500","10.54K","0.84%"
"2020년 10월 18일","59,500","59,500","59,500","59,500","-","0.00%"
"2020년 10월 16일","59,500","60,000","60,400","59,000","16.03M","-0.83%"
"2020년 10월 15일","60,000","60,800","60,800","59,700","4.80K","-1.48%"
"2020년 10월 14일","60,900","61,000","61,100","60,500","1.86K","0.00%"
"2020년 10월 13일","60,900","61,000","61,400","60,400","19.18M","0.83%"
"2020년 10월 12일","60,400","60,100","60,400","59,900","0.13K","1.17%"
"2020년 10월 11일","59,700","59,700","59,700","59,700","-","0.00%"
"2020년 10월 08일","59,700","60,500","60,700","59,500","24.40M","-0.33%"
"2020년 10월 07일","59,900","58,700","59,900","58,500","0.12K","1.53%"
"2020년 10월 06일","59,000","59,400","59,800","58,700","1.78K","0.51%"
"2020년 10월 05일","58,700","57,700","59,200","57,700","0.14K","0.86%"
"2020년 10월 04일","58,200","58,200","58,200","58,200","-","0.00%"
"2020년 09월 29일","58,200","58,300","59,000","58,200","13.54M","0.00%"
"2020년 09월 28일","58,200","58,300","58,800","57,900","12.56M","0.52%"
"2020년 09월 27일","57,900","57,900","57,900","57,900","-","0.00%"
"2020년 09월 25일","57,900","57,700","58,200","57,700","10.58M","0.17%"
"2020년 09월 24일","57,800","57,700","58,600","57,600","17.49M","-1.37%"
"2020년 09월 23일","58,600","58,400","58,800","57,500","5.73K","0.69%"
"2020년 09월 22일","58,200","59,200","59,700","57,800","0.64K","-1.69%"
"2020년 09월 21일","59,200","59,100","60,000","59,000","14.95M","-0.17%"
"2020년 09월 20일","59,300","59,300","59,300","59,300","-","0.00%"
"2020년 09월 18일","59,300","59,800","59,900","59,100","18.63M","-0.34%"
"2020년 09월 17일","59,500","60,600","60,800","59,300","11.07K","-2.46%"
"2020년 09월 16일","61,000","61,100","61,300","60,600","7.27K","0.00%"
"2020년 09월 15일","61,000","60,800","61,000","60,500","2.07K","0.99%"
"2020년 09월 14일","60,400","60,300","60,700","60,000","0.71K","2.37%"
"2020년 09월 13일","59,000","59,000","59,000","59,000","-","0.00%"
"2020년 09월 11일","59,000","59,300","59,400","58,200","15.93M","-0.34%"
"2020년 09월 10일","59,200","59,800","60,000","59,100","7.50K","1.37%"
"2020년 09월 09일","58,400","58,300","59,300","57,800","1.88K","-0.51%"
"2020년 09월 08일","58,700","57,400","58,700","57,200","24.53K","3.89%"
"2020년 09월 07일","56,500","56,000","57,300","55,800","0.24K","1.62%"
"2020년 09월 06일","55,600","55,600","55,600","55,600","-","0.00%"
"2020년 09월 04일","55,600","55,200","55,800","55,100","21.98M","-1.42%"
"2020년 09월 03일","56,400","55,500","56,700","55,500","6.65K","3.68%"
"2020년 09월 02일","54,400","54,600","55,100","54,100","0.69K","0.37%"
"2020년 09월 01일","54,200","54,100","54,800","54,100","17.39M","0.37%"
"2020년 08월 31일","54,000","56,000","56,100","54,000","2.27K","-2.53%"
"2020년 08월 30일","55,400","55,400","55,400","55,400","-","0.00%"
"2020년 08월 28일","55,400","56,100","56,300","55,400","14.53M","-0.36%"
"2020년 08월 27일","55,600","56,300","56,300","55,600","1.82K","-1.42%"
"2020년 08월 26일","56,400","56,300","56,500","55,700","3.55K","0.00%"
"2020년 08월 25일","56,400","56,500","56,800","56,100","1.55K","0.53%"
"2020년 08월 24일","56,100","55,800","56,600","55,400","0.21K","0.36%"
"2020년 08월 23일","55,900","55,900","55,900","55,900","-","0.00%"
"2020년 08월 21일","55,900","56,200","56,900","55,800","21.09M","0.90%"
"2020년 08월 20일","55,400","57,600","57,600","55,300","3.81K","-4.15%"
"2020년 08월 19일","57,800","59,000","59,200","57,800","18.42K","-1.03%"
"2020년 08월 18일","58,400","59,000","59,900","58,000","1.64K","0.69%"
"2020년 08월 17일","58,000","58,000","58,000","58,000","-","0.00%"
"2020년 08월 14일","58,000","58,000","58,400","57,700","15.60M","-1.19%"
"2020년 08월 13일","58,700","59,300","59,500","58,000","11.01K","-0.51%"
"2020년 08월 12일","59,000","58,300","59,000","57,700","1.60K","1.37%"
"2020년 08월 11일","58,200","58,000","59,500","57,800","52.17K","0.69%"
"2020년 08월 10일","57,800","57,600","58,300","57,500","1.18K","0.52%"
"2020년 08월 09일","57,500","57,500","57,500","57,500","-","0.00%"
"2020년 08월 07일","57,500","57,900","58,400","57,100","18.16M","-0.86%"
"2020년 08월 06일","58,000","57,200","58,400","57,100","7.87K","1.93%"
"2020년 08월 05일","56,900","57,400","57,400","56,300","6.31K","-0.70%"
"2020년 08월 04일","57,300","57,200","58,100","57,000","1.92K","0.88%"
"2020년 08월 03일","56,800","57,900","57,900","56,700","0.40K","-1.90%"
"2020년 08월 02일","57,900","57,900","57,900","57,900","-","0.00%"
"2020년 07월 31일","57,900","59,500","59,600","57,700","21.86M","-1.86%"
"2020년 07월 30일","59,000","59,700","60,100","59,000","4.60K","0.00%"
"2020년 07월 29일","59,000","60,300","60,300","58,600","1.24K","0.68%"
"2020년 07월 28일","58,600","56,800","58,800","56,400","64.78K","5.40%"
"2020년 07월 27일","55,600","54,400","55,700","54,400","2.47K","2.58%"
"2020년 07월 26일","54,200","54,200","54,200","54,200","-","0.00%"
"2020년 07월 24일","54,200","54,000","54,400","53,700","10.91M","0.18%"
"2020년 07월 23일","54,100","54,700","54,700","53,800","15.91M","-1.10%"
"2020년 07월 22일","54,700","55,300","55,500","54,700","3.04K","-1.08%"
"2020년 07월 21일","55,300","55,100","55,400","54,800","5.85K","2.03%"
"2020년 07월 20일","54,200","54,700","54,800","54,100","0.94K","-0.37%"
"2020년 07월 19일","54,400","54,400","54,400","54,400","-","0.00%"
"2020년 07월 17일","54,400","54,200","54,700","54,100","10.04M","1.12%"
"2020년 07월 16일","53,800","54,800","54,800","53,800","3.29K","-1.65%"
"2020년 07월 15일","54,700","54,400","55,000","54,400","1.39K","1.67%"
"2020년 07월 14일","53,800","53,700","53,800","53,200","0.46K","0.75%"
"2020년 07월 13일","53,400","53,500","53,700","53,300","5.33K","1.33%"
"2020년 07월 10일","52,700","53,100","53,200","52,300","13.65M","-0.19%"
"2020년 07월 09일","52,800","53,300","53,600","52,800","2.64K","-0.38%"
"2020년 07월 08일","53,000","53,600","53,900","52,900","0.22K","-0.75%"
"2020년 07월 07일","53,400","55,900","55,900","53,400","13.78K","-2.91%"
"2020년 07월 06일","55,000","53,900","55,000","53,800","0.50K","2.61%"
"2020년 07월 05일","53,600","53,600","53,600","53,600","-","0.00%"
"2020년 07월 03일","53,600","53,000","53,600","52,700","11.82M","1.32%"
"2020년 07월 02일","52,900","52,300","52,900","52,200","0.55K","0.57%"
"2020년 07월 01일","52,600","53,400","53,500","52,400","1.58K","-0.38%"
"2020년 06월 30일","52,800","53,800","53,800","52,800","0.04K","0.76%"
"2020년 06월 29일","52,400","52,600","53,200","52,000","0.06K","-1.69%"
"2020년 06월 28일","53,300","53,300","53,300","53,300","-","0.00%"
"2020년 06월 26일","53,300","52,800","53,900","52,200","21.42M","2.70%"
"2020년 06월 25일","51,900","52,200","53,000","51,900","0.06K","-1.89%"
"2020년 06월 24일","52,900","51,900","53,900","51,600","2.28K","2.92%"
"2020년 06월 23일","51,400","52,500","52,700","51,100","1.70K","-1.15%"
"2020년 06월 22일","52,000","52,100","52,600","51,800","0.06K","-1.70%"
"2020년 06월 21일","52,900","52,900","52,900","52,900","-","0.00%"
"2020년 06월 19일","52,900","52,600","52,900","51,600","17.47M","1.15%"
"2020년 06월 18일","52,300","52,100","52,300","51,600","4.82K","0.19%"
"2020년 06월 17일","52,200","52,500","52,600","52,000","22.81K","0.19%"
"2020년 06월 16일","52,100","51,200","52,100","50,600","21.42M","4.41%"
"2020년 06월 15일","49,900","51,400","52,000","49,900","1.70K","-4.59%"
"2020년 06월 14일","52,300","52,300","52,300","52,300","-","0.00%"
"2020년 06월 12일","52,300","52,100","52,800","51,500","26.38M","-3.68%"
"2020년 06월 11일","54,300","54,500","55,100","53,200","1.17K","-1.99%"
"2020년 06월 10일","55,400","55,200","55,900","54,900","6.58K","-0.18%"
"2020년 06월 09일","55,500","55,900","56,400","54,500","12.26K","1.09%"
"2020년 06월 08일","54,900","56,500","56,500","54,700","0.50K","-1.08%"
"2020년 06월 07일","55,500","55,500","55,500","55,500","-","0.00%"
"2020년 06월 05일","55,500","54,400","55,900","54,000","22.40M","1.65%"
"2020년 06월 04일","54,600","55,800","56,900","54,600","4.92K","0.18%"
"2020년 06월 03일","54,500","51,800","55,000","51,700","4.73K","6.03%"
"2020년 06월 02일","51,400","51,100","51,500","50,800","0.12K","0.39%"
"2020년 06월 01일","51,200","50,800","51,200","50,600","35.32K","0.99%"
"2020년 05월 31일","50,700","50,700","50,700","50,700","-","0.00%"
"2020년 05월 29일","50,700","50,000","50,700","49,700","26.33M","0.60%"
"2020년 05월 28일","50,400","51,000","51,200","49,950","2.43K","1.00%"
"2020년 05월 27일","49,900","48,950","50,000","48,800","1.96K","1.32%"
"2020년 05월 26일","49,250","48,700","49,450","48,600","15.73K","0.82%"
"2020년 05월 25일","48,850","48,750","48,900","48,450","1.22K","0.21%"
"2020년 05월 24일","48,750","48,750","48,750","48,750","-","0.00%"
"2020년 05월 22일","48,750","49,600","49,800","48,600","19.29M","-2.40%"
"2020년 05월 21일","49,950","50,300","50,400","49,850","14.58M","-0.10%"
"2020년 05월 20일","50,000","50,000","50,200","49,800","12.86M","-0.60%"
"2020년 05월 19일","50,300","50,100","50,500","49,700","8.24K","3.07%"
"2020년 05월 18일","48,800","47,950","49,100","47,600","0.21K","1.99%"
"2020년 05월 17일","47,850","47,850","47,850","47,850","-","0.00%"
"2020년 05월 15일","47,850","48,400","48,450","47,700","17.79M","-0.31%"
"2020년 05월 14일","48,000","47,800","48,100","47,650","5.42K","-1.13%"
"2020년 05월 13일","48,550","47,250","48,550","47,200","26.96K","1.36%"
"2020년 05월 12일","47,900","48,400","48,500","47,550","22.07M","-1.03%"
"2020년 05월 11일","48,400","48,900","49,250","48,300","15.94M","-0.82%"
"2020년 05월 10일","48,800","48,800","48,800","48,800","-","0.00%"
"2020년 05월 08일","48,800","49,100","49,350","48,800","15.13M","0.00%"
"2020년 05월 07일","48,800","49,200","49,300","48,700","13.73M","-0.81%"
"2020년 05월 06일","49,200","49,000","49,200","48,500","18.00M","1.44%"
"2020년 05월 05일","48,500","48,500","48,500","48,500","-","0.00%"
"2020년 05월 04일","48,500","48,900","49,100","48,500","25.80M","-3.00%"
"2020년 05월 03일","50,000","50,000","50,000","50,000","-","0.00%"
"2020년 04월 29일","50,000","49,900","50,500","49,600","15.56M","-0.20%"
"2020년 04월 28일","50,100","49,850","50,100","49,300","15.69M","0.50%"
"2020년 04월 27일","49,850","49,350","50,000","49,100","13.74M","1.01%"
"2020년 04월 26일","49,350","49,350","49,350","49,350","-","0.00%"
"2020년 04월 24일","49,350","49,650","49,750","49,000","15.56M","-1.00%"
"2020년 04월 23일","49,850","50,200","50,300","49,500","17.93M","0.00%"
"2020년 04월 22일","49,850","48,700","50,000","48,350","18.54M","1.22%"
"2020년 04월 21일","49,250","49,400","49,700","48,700","26.89M","-1.70%"
"2020년 04월 20일","50,100","51,400","51,400","50,000","21.58M","-2.53%"
"2020년 04월 19일","51,400","51,400","51,400","51,400","-","0.00%"
"2020년 04월 17일","51,400","50,800","52,000","50,300","31.74M","4.90%"
"2020년 04월 16일","49,000","49,350","49,350","48,550","22.57M","0.00%"
"2020년 04월 15일","49,000","49,000","49,000","49,000","-","0.00%"
"2020년 04월 14일","49,000","48,800","49,200","48,300","14.10M","1.45%"
"2020년 04월 13일","48,300","48,650","48,900","48,300","14.38M","-1.93%"
"2020년 04월 12일","49,250","49,250","49,250","49,250","-","0.00%"
"2020년 04월 10일","49,250","48,950","49,250","48,650","17.79M","0.31%"
"2020년 04월 09일","49,100","49,750","49,800","48,700","22.47M","1.03%"
"2020년 04월 08일","48,600","49,600","49,750","48,600","24.87M","-2.02%"
"2020년 04월 07일","49,600","49,650","50,200","49,000","31.24M","1.85%"
"2020년 04월 06일","48,700","47,500","48,800","47,250","23.09M","3.62%"
"2020년 04월 05일","47,000","47,000","47,000","47,000","-","0.00%"
"2020년 04월 03일","47,000","47,400","47,600","46,550","22.46M","0.43%"
"2020년 04월 02일","46,800","46,200","46,850","45,350","21.41M","2.18%"
"2020년 04월 01일","45,800","47,450","47,900","45,800","27.08M","-4.08%"
"2020년 03월 31일","47,750","48,000","48,500","47,150","30.48M","-0.21%"
"2020년 03월 30일","47,850","47,050","48,350","46,550","26.67M","-0.93%"
"2020년 03월 29일","48,300","48,300","48,300","48,300","-","0.00%"
"2020년 03월 27일","48,300","49,600","49,700","46,850","39.73M","1.05%"
"2020년 03월 26일","47,800","48,950","49,300","47,750","3.39K","-1.75%"
"2020년 03월 25일","48,650","48,950","49,600","47,150","45.01K","3.62%"
"2020년 03월 24일","46,950","43,800","46,950","43,100","0.89K","10.47%"
"2020년 03월 23일","42,500","42,600","43,550","42,400","29.15K","-6.39%"
"2020년 03월 22일","45,400","45,400","45,400","45,400","-","0.00%"
"2020년 03월 20일","45,400","44,150","45,500","43,550","49.16M","5.70%"
"2020년 03월 19일","42,950","46,500","46,600","42,300","0.64K","-5.81%"
"2020년 03월 18일","45,600","47,750","48,350","45,600","38.15M","-3.59%"
"2020년 03월 17일","47,300","46,900","49,650","46,700","50.59M","-3.27%"
"2020년 03월 16일","48,900","50,100","50,900","48,800","33.06M","-2.10%"
"2020년 03월 15일","49,950","49,950","49,950","49,950","-","0.00%"
"2020년 03월 13일","49,950","47,450","51,600","46,850","58.33M","-1.67%"
"2020년 03월 12일","50,800","51,000","51,900","49,300","47.90M","-2.50%"
"2020년 03월 11일","52,100","54,300","54,400","52,000","37.83M","-4.58%"
"2020년 03월 10일","54,600","53,800","54,900","53,700","31.33M","0.74%"
"2020년 03월 09일","54,200","54,700","55,000","53,600","30.01M","-4.07%"
"2020년 03월 08일","56,500","56,500","56,500","56,500","-","0.00%"
"2020년 03월 06일","56,500","56,500","57,200","56,200","18.59M","-2.25%"
"2020년 03월 05일","57,800","57,600","58,000","56,700","21.66M","0.70%"
"2020년 03월 04일","57,400","54,800","57,600","54,600","24.32M","3.61%"
"2020년 03월 03일","55,400","56,700","56,900","55,100","29.81M","0.73%"
"2020년 03월 02일","55,000","54,300","55,500","53,600","29.21M","1.48%"
"2020년 03월 01일","54,200","54,200","54,200","54,200","-","0.00%"
"2020년 02월 28일","54,200","55,000","55,500","54,200","29.91M","-3.04%"
"2020년 02월 27일","55,900","56,300","56,900","55,500","22.36M","-1.06%"
"2020년 02월 26일","56,500","56,000","57,000","56,000","25.38M","-2.42%"
"2020년 02월 25일","57,900","56,200","58,000","56,200","23.07M","1.94%"
"2020년 02월 24일","56,800","57,400","58,100","56,800","25.36M","-4.05%"
"2020년 02월 23일","59,200","59,200","59,200","59,200","-","0.00%"
"2020년 02월 21일","59,200","58,800","59,800","58,500","13.28M","-1.33%"
"2020년 02월 20일","60,000","60,700","61,300","59,600","14.51M","-0.33%"
"2020년 02월 19일","60,200","59,800","60,400","59,400","12.94M","0.67%"
"2020년 02월 18일","59,800","60,800","60,900","59,700","16.63M","-2.76%"
"2020년 02월 17일","61,500","61,600","62,000","61,200","8.49M","-0.49%"
"2020년 02월 16일","61,800","61,800","61,800","61,800","-","0.00%"
"2020년 02월 14일","61,800","60,900","61,900","60,200","13.26M","1.81%"
"2020년 02월 13일","60,700","61,200","61,600","60,500","18.34M","0.33%"
"2020년 02월 12일","60,500","60,300","60,700","59,700","12.73M","1.00%"
"2020년 02월 11일","59,900","59,800","60,700","59,700","10.95M","0.34%"
"2020년 02월 10일","59,700","59,200","59,800","59,100","12.69M","-1.16%"
"2020년 02월 09일","60,400","60,400","60,400","60,400","-","0.00%"
"2020년 02월 07일","60,400","61,100","61,200","59,700","16.27M","-1.15%"
"2020년 02월 06일","61,100","60,100","61,100","59,700","14.68M","2.69%"
"2020년 02월 05일","59,500","60,000","60,200","58,900","18.19M","1.02%"
"2020년 02월 04일","58,900","57,100","59,000","56,800","21.10M","2.97%"
"2020년 02월 03일","57,200","55,500","57,400","55,200","22.91M","1.42%"
"2020년 02월 02일","56,400","56,400","56,400","56,400","-","0.00%"
"2020년 01월 31일","56,400","57,800","58,400","56,400","19.49M","-1.40%"
"2020년 01월 30일","57,200","58,800","58,800","56,800","20.72M","-3.21%"
"2020년 01월 29일","59,100","59,100","59,700","58,800","16.26M","0.51%"
"2020년 01월 28일","58,800","59,400","59,400","58,300","22.63M","-3.29%"
"2020년 01월 27일","60,800","60,800","60,800","60,800","-","0.00%"
"2020년 01월 23일","60,800","61,800","61,800","60,700","14.88M","-2.41%"
"2020년 01월 22일","62,300","60,500","62,600","60,400","15.05M","1.47%"
"2020년 01월 21일","61,400","62,000","62,400","61,200","11.11M","-1.60%"
"2020년 01월 20일","62,400","62,000","62,800","61,700","12.46M","1.79%"
